row_label_raw,row_label_full,"Lợi nhuận trong năm phân bổ cho các cổ đông sở hữu cổ phiếu phổ thông (VND) > Trừ: Số tiền trích Quỹ khen thưởng, phúc lợi (VND)",Năm nay > 5.213.612.063.223 > 4.061.012.360,Năm trước(Trình bày lại) > 631.130.749.304 > 235.958.340.833,numeric__Năm nay > 5.213.612.063.223 > 4.061.012.360,numeric__Năm trước(Trình bày lại) > 631.130.749.304 > 235.958.340.833
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),5.230.686.242.758,395.172.408.535,5230686242758.0,395172408535.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),5.007.299.686,5.007.299.686,5007299686.0,5007299686.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),1.040,79,1040.0,79.0
