row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,141.582.149.107.302,123.027.063.879.559,,1.0,25.0,141582149107302.0,123027063879559.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,141.582.149.107.302,123.027.063.879.559,,10.0,,141582149107302.0,123027063879559.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,135.468.230.531.406,122.535.994.149.733,,11.0,26.0,135468230531406.0,122535994149733.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,6.113.918.575.896,491.069.729.826,,20.0,,6113918575896.0,491069729826.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,28,1.917.349.826.881,2.230.357.606.975,,21.0,28.0,1917349826881.0,2230357606975.0
6.,6.,6.,Chi phí tài chính,22,29,481.124.098.984,799.915.742.468,,22.0,29.0,481124098984.0,799915742468.0
,,,- Trong đó: Chi phí lãi vay,23,,273.642.324.293,260.793.426.455,,23.0,,273642324293.0,260793426455.0
7.,7.,7.,Chi phí bán hàng,25,30,824.373.238.880,652.066.552.695,,25.0,30.0,824373238880.0,652066552695.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,30,751.408.854.458,561.376.142.119,,26.0,30.0,751408854458.0,561376142119.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,5.974.362.210.455,708.068.899.519,,30.0,,5974362210455.0,708068899519.0
10.,10.,10.,Thu nhập khác,31,31,42.185.855.089,30.070.365.467,,31.0,31.0,42185855089.0,30070365467.0
11.,11.,11.,Chi phí khác,32,,11.846.029.264,2.140.454.368,,32.0,,11846029264.0,2140454368.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,30.339.825.825,27.929.911.099,,40.0,,30339825825.0,27929911099.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,6.004.702.036.280,735.998.810.618,,50.0,,6004702036280.0,735998810618.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,787.749.739.943,135.164.781.790,,51.0,32.0,787749739943.0,135164781790.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,33,,9.742.441.373,,52.0,33.0,,9742441373.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52)Trong đó:,60,,5.216.952.296.337,591.091.587.455,,60.0,,5216952296337.0,591091587455.0
16.1.,16.1.,16.1.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,5.213.612.063.223,631.130.749.304,,61.0,,5213612063223.0,631130749304.0
16.2.,16.2.,16.2.,Lợi nhuận/(lỗ) sau thuế của cổ đông không kiểm soát,62,,3.340.233.114,(40.039.161.849),,62.0,,3340233114.0,-40039161849.0
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,34,1.040,79,,70.0,34.0,1040.0,79.0
