row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,31.792.036.173,298.264.152.095,31792036173.0,298264152095.0
Thuế TNDN theo thuế suất áp dụng,Thuế TNDN theo thuế suất áp dụng,Thuế TNDN theo thuế suất áp dụng,8.111.098.473,51.871.723.983,8111098473.0,51871723983.0
Các khoản điều chỉnh tăng (giảm):,Các khoản điều chỉnh tăng (giảm):,Các khoản điều chỉnh tăng (giảm):,,,,
Chi phí không được trừ,Các khoản điều chỉnh tăng (giảm): > Chi phí không được trừ,Chi phí không được trừ,3.926.487.731,1.550.099.476,3926487731.0,1550099476.0
Cổ tức,Các khoản điều chỉnh tăng (giảm): > Cổ tức,Cổ tức,(37.752.000.000),-,-37752000000.0,
Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Các khoản điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),10.760.430.269,-,10760430269.0,
Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Các khoản điều chỉnh tăng (giảm): > Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,(4.038.201.980),-,-4038201980.0,
Thuế TNDN được miễn giảm,Các khoản điều chỉnh tăng (giảm): > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(2.271.572.214),-,-2271572214.0,
Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,Các khoản điều chỉnh tăng (giảm): > Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,182.303.145,-,182303145.0,
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,2.497.811.936,-,2497811936.0,
(Thu nhập) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm): > (Thu nhập) chi phí thuế TNDN,(Thu nhập) chi phí thuế TNDN,(18.583.642.640),53.421.823.459,-18583642640.0,53421823459.0
