row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.796.528.307.739,1.970.145.846.703,,,3796528307739.0,1970145846703.0
310,310,310,I. Nợ ngắn hạn,,2.761.524.227.189,1.668.300.633.406,,,2761524227189.0,1668300633406.0
311,311,311,1. Phải trả người bán ngắn hạn,19,1.945.825.090.275,1.041.054.351.239,,19.0,1945825090275.0,1041054351239.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,30.827.078.570,5.010.828.819,,20.0,30827078570.0,5010828819.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,6.083.202.518,54.710.153.555,,21.0,6083202518.0,54710153555.0
314,314,314,4. Phải trả người lao động,,14.515.540.300,23.525.521.267,,,14515540300.0,23525521267.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,28.256.414.977,36.701.507.734,,22.0,28256414977.0,36701507734.0
319,319,319,6. Phải trả ngắn hạn khác,23,33.097.828.549,52.428.365.792,,23.0,33097828549.0,52428365792.0
320,320,320,7. Vay ngắn hạn,24,702.919.072.000,454.869.905.000,,24.0,702919072000.0,454869905000.0
330,330,330,II. Nợ dài hạn,,1.035.004.080.550,301.845.213.297,,,1035004080550.0,301845213297.0
338,338,338,1. Vay dài hạn,24,582.498.527.280,301.845.213.297,,24.0,582498527280.0,301845213297.0
339,339,339,2. Trái phiếu chuyển đổi,24.4,452.505.553.270,-,,244.0,452505553270.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.869.947.386.009,1.681.923.093.219,,,1869947386009.0,1681923093219.0
410,410,410,I. Vốn chủ sở hữu,25.1,1.869.947.386.009,1.681.923.093.219,,251.0,1869947386009.0,1681923093219.0
411,411,411,1. Vốn cổ phần,,1.435.200.000.000,1.435.200.000.000,,,1435200000000.0,1435200000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.435.200.000.000,1.435.200.000.000,,,1435200000000.0,1435200000000.0
413,413,413,2. Quyền chọn chuyển đổi trái phiếu,,137.648.613.977,-,,,137648613977.0,
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,297.098.772.032,246.723.093.219,,,297098772032.0,246723093219.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,246.723.093.219,1.880.764.583,,,246723093219.0,1880764583.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,50.375.678.813,244.842.328.636,,,50375678813.0,244842328636.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.666.475.693.748,3.652.068.939.922,,,5666475693748.0,3652068939922.0
