row_label_raw,row_label_full,col_0,Chức vụ,Năm nay,VNDNăm trước,numeric__Chức vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Chủ tịch HĐQT,120.000.000,85.500.000,,120000000.0,85500000.0
Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,TV HĐQT kiểm TGD,675.800.000,673.525.535,,675800000.0,673525535.0
Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,Ông Trương Sỹ BáBà Bùi Hương GiangÔng Phan Ngọc Ản,TV HĐQT kiểmPhó TGD,283.419.230,690.010.101,,283419230.0,690010101.0
Ông Nguyễn Văn Non,Ông Nguyễn Văn Non,Ông Nguyễn Văn Non,TV HĐQT kiểmPhó TGD,317.769.232,-,,317769232.0,
Ông Bùi Quang HuyÔng Lê Xuân Thọ,Ông Bùi Quang HuyÔng Lê Xuân Thọ,Ông Bùi Quang HuyÔng Lê Xuân Thọ,TV HĐQT,72.000.000,64.800.000,,72000000.0,64800000.0
Ông Bùi Quang HuyÔng Lê Xuân Thọ,Ông Bùi Quang HuyÔng Lê Xuân Thọ,Ông Bùi Quang HuyÔng Lê Xuân Thọ,TV HĐQT,72.000.000,64.800.000,,72000000.0,64800000.0
Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,TV HĐQT,48.000.000,-,,48000000.0,
Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,TV HĐQT,-,13.500.000,,,13500000.0
Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Phó TGD,,,,,
Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành,thường trực,433.576.923,218.439.457,,433576923.0,218439457.0
Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Trường BKS,204.380.769,375.678.874,,204380769.0,375678874.0
Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Thành viên BKS,179.860.683,313.820.994,,179860683.0,313820994.0
Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Thành viên BKS,2.500.000,-,,2500000.0,
Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Ông Nguyễn Thanh HảiBà Dương Thị Hồng TânBà Lưu Ngọc TrâmÔng Nguyễn Quốc Văn,Thành viên BKS,463.719.231,361.092.610,,463719231.0,361092610.0
TỔNG CỘNG,Ông Nguyễn Duy TânÔng Nguyễn Anh TuấnÔng Nguyễn Tiến Thành > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.873.026.068,2.861.167.571,,2873026068.0,2861167571.0
