row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,19.230.616.194,20.393.364.578,19230616194.0,20393364578.0
Chi phí bản quyền con giống,Chi phí bản quyền con giống,Chi phí bản quyền con giống,9.684.714.733,12.594.105.000,9684714733.0,12594105000.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.019.799.409,5.346.738.344,5019799409.0,5346738344.0
Khác,Khác,Khác,4.526.102.052,2.452.521.234,4526102052.0,2452521234.0
Dài hạn,Dài hạn,Dài hạn,235.385.202.959,111.627.655.783,235385202959.0,111627655783.0
Gia súc,Gia súc,Gia súc,200.722.284.642,103.708.628.708,200722284642.0,103708628708.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,9.919.638.516,-,9919638516.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",9.627.516.291,4.922.568.053,9627516291.0,4922568053.0
Chi phí thu xếp khoản vay ngân hàng,Chi phí thu xếp khoản vay ngân hàng,Chi phí thu xếp khoản vay ngân hàng,7.053.571.429,-,7053571429.0,
Chi phí cải tạo và sửa chữa,Chi phí cải tạo và sửa chữa,Chi phí cải tạo và sửa chữa,5.551.918.087,-,5551918087.0,
Khác,Khác,Khác,2.510.273.994,2.996.459.022,2510273994.0,2996459022.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,254.615.819.153,132.021.020.361,254615819153.0,132021020361.0
