row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,72.639.496.703,67.094.125.298,72639496703.0,67094125298.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,44.461.550.382,38.086.174.553,44461550382.0,38086174553.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,14.796.582.626,17.951.370.795,14796582626.0,17951370795.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,6.711.621.642,2.949.829.805,6711621642.0,2949829805.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,3.057.842.021,2.801.625.243,3057842021.0,2801625243.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.158.785.321,-,1158785321.0,
Khác,Khác,Khác,2.453.114.711,5.305.124.902,2453114711.0,5305124902.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,85.419.890.565,81.754.882.415,85419890565.0,81754882415.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,50.664.384.985,50.023.995.318,50664384985.0,50023995318.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,14.425.029.122,7.425.714.471,14425029122.0,7425714471.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,1.390.375.250,1.396.855.992,1390375250.0,1396855992.0
Khác,Khác,Khác,18.940.101.208,22.908.316.634,18940101208.0,22908316634.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,158.059.387.268,148.849.007.713,158059387268.0,148849007713.0
