row_label_raw,row_label_full,col_0,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bảng cân đối kế toán riêng,numeric__Bảng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong các năm sau,Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong các năm sau,Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong các năm sau,29.742.058.012,-,29.742.058.012,-,29742058012.0,,29742058012.0,
Chi phí bản quyền phải trả,Chi phí bản quyền phải trả,Chi phí bản quyền phải trả,-,1.889.115.750,(1.889.115.750),1.889.115.750,,1889115750.0,-1889115750.0,1889115750.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,360.607.500,-,360.607.500,-,360607500.0,,360607500.0,
Chi phí khác,Chi phí khác,Chi phí khác,658.683.972,1.282.342.770,(623.658.798),1.282.342.770,658683972.0,1282342770.0,-623658798.0,1282342770.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,30.761.349.484,3.171.458.520,-,-,30761349484.0,3171458520.0,,
Thu nhập thuế TNDN hoãn lại thuần,Thu nhập thuế TNDN hoãn lại thuần,Thu nhập thuế TNDN hoãn lại thuần,Thu nhập thuế TNDN hoãn lại thuần,Thu nhập thuế TNDN hoãn lại thuần,27.589.890.964,3.171.458.520,,,27589890964.0,3171458520.0
