row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị ghi số VND,31/12/2017 > Số có khả năng trả nợ VND,1/1/2017 > Giá trị ghi số VND,1/1/2017 > Số có khả năng trả nợ VND,numeric__31/12/2017 > Giá trị ghi số VND,numeric__31/12/2017 > Số có khả năng trả nợ VND,numeric__1/1/2017 > Giá trị ghi số VND,numeric__1/1/2017 > Số có khả năng trả nợ VND
Công ty Cổ phần Đại Tân Việt,Công ty Cổ phần Đại Tân Việt,Công ty Cổ phần Đại Tân Việt,811.664.433.728,811.664.433.728,150.053.638.178,150.053.638.178,811664433728.0,811664433728.0,150053638178.0,150053638178.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,3.154.026.689.429,3.154.026.689.429,2.411.856.624.801,2.411.856.624.801,3154026689429.0,3154026689429.0,2411856624801.0,2411856624801.0
,,,3.965.691.123.157,3.965.691.123.157,2.561.910.262.979,2.561.910.262.979,3965691123157.0,3965691123157.0,2561910262979.0,2561910262979.0
