row_label_raw,row_label_full,Bên cho vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam – Chi nhánh,Thuyết minh,Loại tiền,Lãi suất năm,31/12/2017 VND,1/1/2017 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2017 VND,numeric__1/1/2017 VND
Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,,VND,"4,90%",-,1.100.000.000.000,,,0.049,,1100000000000.0
The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,,VND,"4,90%",-,100.000.000.000,,,0.049,,100000000000.0
Wells Fargo,Wells Fargo,Wells Fargo,(i),USD,"3,94%",108.204.796.087,87.266.200.200,,,0.0394,108204796087.0,87266200200.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,(ii),VND,"6,00%",100.000.000.000,-,,,0.06,100000000000.0,
,,,,,,208.204.796.087,1.287.266.200.200,,,,208204796087.0,1287266200200.0
