row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng,Tổng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng,numeric__Tổng_1
,,,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,43.572.091.099.815,38.098.772.683.879,7.468.984.785.294,8.695.566.716.395,51.041.075.885.109,46.794.339.400.274,43572091099815.0,38098772683879.0,7468984785294.0,8695566716395.0,51041075885109.0,46794339400274.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(22.916.806.416.790),(20.065.856.588.756),(3.890.124.649.686),(4.392.776.807.239),(26.806.931.066.476),(24.458.633.395.995),-22916806416790.0,-20065856588756.0,-3890124649686.0,-4392776807239.0,-26806931066476.0,-24458633395995.0
Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,20.655.284.683.025,18.032.916.095.123,3.578.860.135.608,4.302.789.909.156,24.234.144.818.633,22.335.706.004.279,20655284683025.0,18032916095123.0,3578860135608.0,4302789909156.0,24234144818633.0,22335706004279.0
