row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > 60.756.044.852,Phải nộpVND > 2.133.651.600.372,Tăng do hợp nhấtkinh doanh(Thuyết minh V.1)VND > -,Đã nộpVND > (2.109.545.036.039),Chênh lệch quy đổitiền tệVND > (4.996.124),31/12/2017VND > 84.857.613.061,numeric__1/1/2017VND > 60.756.044.852,numeric__Phải nộpVND > 2.133.651.600.372,numeric__Tăng do hợp nhấtkinh doanh(Thuyết minh V.1)VND > -,numeric__Đã nộpVND > (2.109.545.036.039),numeric__Chênh lệch quy đổitiền tệVND > (4.996.124),numeric__31/12/2017VND > 84.857.613.061
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,174.771.741.111,1.967.066.705.229,37.047.784.048,(1.933.509.580.614),4.455.870,245.381.105.644,174771741111.0,1967066705229.0,37047784048.0,-1933509580614.0,4455870.0,245381105644.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,14.917.198.239,247.122.006.971,15.218.967,(216.478.227.158),(220.822),45.575.976.197,14917198239.0,247122006971.0,15218967.0,-216478227158.0,-220822.0,45575976197.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,1.974.408.062,134.064.164.095,-,(134.726.900.763),(640.616),1.311.030.778,1974408062.0,134064164095.0,,-134726900763.0,-640616.0,1311030778.0
Thuế khác,Thuế khác,Thuế khác,3.090.738.596,41.352.290.980,-,(38.252.708.310),(1.963.949),6.188.357.317,3090738596.0,41352290980.0,,-38252708310.0,-1963949.0,6188357317.0
,,,255.510.130.860,4.523.256.767.647,37.063.003.015,(4.432.512.452.884),(3.365.641),383.314.082.997,255510130860.0,4523256767647.0,37063003015.0,-4432512452884.0,-3365641.0,383314082997.0
