row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Tổng giá vốn hàng bán,Tổng giá vốn hàng bán,Tổng giá vốn hàng bán,Tổng giá vốn hàng bán,Tổng giá vốn hàng bán,,
▪ Thành phẩm đã bán,Tổng giá vốn hàng bán > ▪ Thành phẩm đã bán,▪ Thành phẩm đã bán,24.916.638.222.738,21.872.624.507.790,24916638222738.0,21872624507790.0
▪ Hàng hoá đã bán,Tổng giá vốn hàng bán > ▪ Hàng hoá đã bán,▪ Hàng hoá đã bán,1.256.346.586.241,1.418.989.239.429,1256346586241.0,1418989239429.0
▪ Thành phẩm khuyến mại,Tổng giá vốn hàng bán > ▪ Thành phẩm khuyến mại,▪ Thành phẩm khuyến mại,594.166.234.679,1.138.195.464.367,594166234679.0,1138195464367.0
▪ Chi phí hoạt động của bắt động sản đầu tư,Tổng giá vốn hàng bán > ▪ Chi phí hoạt động của bắt động sản đầu tư,▪ Chi phí hoạt động của bắt động sản đầu tư,8.579.497.255,9.386.311.293,8579497255.0,9386311293.0
▪ Dịch vụ khác,Tổng giá vốn hàng bán > ▪ Dịch vụ khác,▪ Dịch vụ khác,11.151.600.462,9.148.398.155,11151600462.0,9148398155.0
▪ Tổn thất hàng tồn kho,Tổng giá vốn hàng bán > ▪ Tổn thất hàng tồn kho,▪ Tổn thất hàng tồn kho,645.547.529,-,645547529.0,
▪ Chi phí hoạt động dưới công suất,Tổng giá vốn hàng bán > ▪ Chi phí hoạt động dưới công suất,▪ Chi phí hoạt động dưới công suất,23.271.650.655,484.055.679,23271650655.0,484055679.0
▪ (Hoàn nhập)/tăng dự phòng giảm giá hàng tồn kho,Tổng giá vốn hàng bán > ▪ (Hoàn nhập)/tăng dự phòng giảm giá hàng tồn kho,▪ (Hoàn nhập)/tăng dự phòng giảm giá hàng tồn kho,(3.868.273.083),9.805.419.282,-3868273083.0,9805419282.0
,,,26.806.931.066.476,24.458.633.395.995,26806931066476.0,24458633395995.0
