row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn▪ tiền gửi có kỳ hạn▪ trái phiếu doanh nghiệp,Thuyết minh > (i) > (ii),31/12/2017 VND > 9.929.259.273.833 > 190.000.000.000,1/1/2017 VND > 9.711.117.421.871 > 300.000.000.000,numeric__Thuyết minh > (i) > (ii),numeric__31/12/2017 VND > 9.929.259.273.833 > 190.000.000.000,numeric__1/1/2017 VND > 9.711.117.421.871 > 300.000.000.000
,,,,10.119.259.273.833,10.011.117.421.871,,10119259273833.0,10011117421871.0
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn▪ trái phiếu doanh nghiệp,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn▪ trái phiếu doanh nghiệp,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn▪ trái phiếu doanh nghiệp,(ii),-,190.000.000.000,,,190000000000.0
