row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2017 VND > 295.260.074.672 > 655.423.095.436,2016 VND > (697.001.665.110) > 1.358.682.600.684,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2017 VND > 295.260.074.672 > 655.423.095.436,numeric__2016 VND > (697.001.665.110) > 1.358.682.600.684
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(707.624.645),(35.888.530),61.0,,-707624645.0,-35888530.0
Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,62,,13.360.368.701,(6.221.951.608),62.0,,13360368701.0,-6221951608.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61 + 62),70,V.2,963.335.914.164,655.423.095.436,70.0,,963335914164.0,655423095436.0
