row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,,
Tập đoàn Dầu khí Quốc gia Việt Nam,Chỉ phí lãi vay > Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,16.944.042.220,3.942.435.964,16944042220.0,3942435964.0
Ngân hàng TMCP Đại Chứng Việt Nam,Chỉ phí lãi vay > Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,15.401.583.350,2.710.737.921,15401583350.0,2710737921.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,
Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,Cổ tức được chia > Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,26.417.170.000,24.385.080.000,26417170000.0,24385080000.0
Công ty PV KEEZ Pte. Ltd,Cổ tức được chia > Công ty PV KEEZ Pte. Ltd,Công ty PV KEEZ Pte. Ltd,25.958.374.210,-,25958374210.0,
Công ty cổ phần Vận tải Dầu khí Hà Nội,Cổ tức được chia > Công ty cổ phần Vận tải Dầu khí Hà Nội,Công ty cổ phần Vận tải Dầu khí Hà Nội,22.638.000.000,-,22638000000.0,
Công ty Cổ phần Dịch vụ Khai thác Dầu khíPTSC,Cổ tức được chia > Công ty Cổ phần Dịch vụ Khai thác Dầu khíPTSC,Công ty Cổ phần Dịch vụ Khai thác Dầu khíPTSC,17.460.000.000,17.460.000.000,17460000000.0,17460000000.0
Công ty cổ phần Vận tải Dầu khí Nhật Việt,Cổ tức được chia > Công ty cổ phần Vận tải Dầu khí Nhật Việt,Công ty cổ phần Vận tải Dầu khí Nhật Việt,11.220.000.000,-,11220000000.0,
Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,Cổ tức được chia > Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,859.572.959,8.300.232.738,859572959.0,8300232738.0
Công ty TNHH PVTrans Emas,Cổ tức được chia > Công ty TNHH PVTrans Emas,Công ty TNHH PVTrans Emas,-,16.327.692.050,,16327692050.0
Công ty Cổ phần Dịch vụ Vận tải Dầu khíCửu Long,Cổ tức được chia > Công ty Cổ phần Dịch vụ Vận tải Dầu khíCửu Long,Công ty Cổ phần Dịch vụ Vận tải Dầu khíCửu Long,-,4.683.394.800,,4683394800.0
