row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm VND > Giá trị có Giá gốc thể thu hồi,Số cuối năm VND > Giá trị có Giá gốc thể thu hồi_1,Số đầu năm VND > Giá trị có Giá gốc thể thu hồi,Số đầu năm VND > Giá trị có Giá gốc thể thu hồi_1,numeric__Số cuối năm VND > Giá trị có Giá gốc thể thu hồi,numeric__Số cuối năm VND > Giá trị có Giá gốc thể thu hồi_1,numeric__Số đầu năm VND > Giá trị có Giá gốc thể thu hồi,numeric__Số đầu năm VND > Giá trị có Giá gốc thể thu hồi_1
Công ty Cổ phần Vận tải,Công ty Cổ phần Vận tải,Công ty Cổ phần Vận tải,,,,,,,,
Quốc Việt,Công ty Cổ phần Vận tải > Quốc Việt,Quốc Việt,14.019.963.009,-,14.037.189.480,-,14019963009.0,,14037189480.0,
"Vitol Asia Pte., Ltd","Công ty Cổ phần Vận tải > Vitol Asia Pte., Ltd","Vitol Asia Pte., Ltd",1.987.493.850,-,1.992.316.800,-,1987493850.0,,1992316800.0,
Navig8 Pool Inc,Công ty Cổ phần Vận tải > Navig8 Pool Inc,Navig8 Pool Inc,615.354.750,-,619.506.240,-,615354750.0,,619506240.0,
Đối tượng khác,Công ty Cổ phần Vận tải > Đối tượng khác,Đối tượng khác,1.438.723.204,-,1.442.214.480,-,1438723204.0,,1442214480.0,
,,,18.061.534.813,-,18.091.227.000,-,18061534813.0,,18091227000.0,
