row_label_raw,row_label_full,Số đầu năm,Dịch vụ vận tải VND,hàng hải đầu khí VND,Thường mals VND,Tổng VND,numeric__Dịch vụ vận tải VND,numeric__hàng hải đầu khí VND,numeric__Thường mals VND,numeric__Tổng VND
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,2.829.695.484.565,301.942.172.789,6.747.730.306,3.138.385.387.660,2829695484565.0,301942172789.0,6747730306.0,3138385387660.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,3.380.867.822.033,,,,3380867822033.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,6.519.253.209.693,,,,6519253209693.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,1.362.703.015.175,176.538.130.894,229.871.782,1.539.471.017.851,1362703015175.0,176538130894.0,229871782.0,1539471017851.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,1.470.134.398.951,,,,1470134398951.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,3.009.605.416.802,,,,3009605416802.0
