row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
Đầu tư vào công ty con- Công ty Cổ phần Vận tảiDầu khí Thái Bình Dương,Đầu tư vào công ty con- Công ty Cổ phần Vận tảiDầu khí Thái Bình Dương,Đầu tư vào công ty con- Công ty Cổ phần Vận tảiDầu khí Thái Bình Dương,612.000.000.000,-,612.000.000.000,-,612000000000.0,,612000000000.0,
- Công ty Cổ phần Vận tảiXăng dầu Phương Nam,- Công ty Cổ phần Vận tảiXăng dầu Phương Nam,- Công ty Cổ phần Vận tảiXăng dầu Phương Nam,405.632.000.000,(164.501.120.887),405.632.000.000,(187.452.261.424),405632000000.0,-164501120887.0,405632000000.0,-187452261424.0
- Công ty Cổ phần Vận tảiSản phẩm khí Quốc tế,- Công ty Cổ phần Vận tảiSản phẩm khí Quốc tế,- Công ty Cổ phần Vận tảiSản phẩm khí Quốc tế,203.209.000.000,-,203.209.000.000,-,203209000000.0,,203209000000.0,
- Công ty Cổ phần Vận tảiDầu khí Vũng Tàu,- Công ty Cổ phần Vận tảiDầu khí Vũng Tàu,- Công ty Cổ phần Vận tảiDầu khí Vũng Tàu,156.000.000.000,-,156.000.000.000,-,156000000000.0,,156000000000.0,
- Công ty Cổ phần Vận tảiDầu Phương Đồng Việt,- Công ty Cổ phần Vận tảiDầu Phương Đồng Việt,- Công ty Cổ phần Vận tảiDầu Phương Đồng Việt,137.869.870.000,-,137.869.870.000,(26.327.526.542),137869870000.0,,137869870000.0,-26327526542.0
- Công ty Cổ phần Vận tảiDầu khí Hà Nội,- Công ty Cổ phần Vận tảiDầu khí Hà Nội,- Công ty Cổ phần Vận tảiDầu khí Hà Nội,107.800.000.000,-,107.800.000.000,-,107800000000.0,,107800000000.0,
- Công ty Cổ phần Vận tảiNhật Việt,- Công ty Cổ phần Vận tảiNhật Việt,- Công ty Cổ phần Vận tảiNhật Việt,105.886.200.000,-,54.886.200.000,-,105886200000.0,,54886200000.0,
- Công ty Cổ phần Vận tảiDầu khí Đông Dương,- Công ty Cổ phần Vận tảiDầu khí Đông Dương,- Công ty Cổ phần Vận tảiDầu khí Đông Dương,43.677.500.000,-,43.677.500.000,-,43677500000.0,,43677500000.0,
- Công ty Cổ phần Vận tảiDầu khí Quảng Ngãi,- Công ty Cổ phần Vận tảiDầu khí Quảng Ngãi,- Công ty Cổ phần Vận tảiDầu khí Quảng Ngãi,7.600.000.000,-,7.600.000.000,-,7600000000.0,,7600000000.0,
,,,1.779.674.570.000,(164.501.120.887),1.728.674.570.000,(213.779.787.966),1779674570000.0,-164501120887.0,1728674570000.0,-213779787966.0
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
Đầu tư vào công ty liên kết- Công ty Cổ phần Dịch vụKhai thác Dầu khí PTSC,Đầu tư vào công ty liên kết- Công ty Cổ phần Dịch vụKhai thác Dầu khí PTSC,Đầu tư vào công ty liên kết- Công ty Cổ phần Dịch vụKhai thác Dầu khí PTSC,97.000.000.000,-,97.000.000.000,-,97000000000.0,,97000000000.0,
- Công ty Cổ phần Dịch vụ -Vận tải Dầu khí Cửu lòng,- Công ty Cổ phần Dịch vụ -Vận tải Dầu khí Cửu lòng,- Công ty Cổ phần Dịch vụ -Vận tải Dầu khí Cửu lòng,52.037.720.000,-,52.037.720.000,-,52037720000.0,,52037720000.0,
,,,149.037.720.000,-,149.037.720.000,-,149037720000.0,,149037720000.0,
Đầu tư vào đơn vị khác- PV KEEZ Pte. Ltd.,Đầu tư vào đơn vị khác- PV KEEZ Pte. Ltd.,Đầu tư vào đơn vị khác- PV KEEZ Pte. Ltd.,45.937.767.300,-,45.937.767.300,-,45937767300.0,,45937767300.0,
,,,45.937.767.300,-,45.937.767.300,-,45937767300.0,,45937767300.0,
