row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,,
Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,Dịch vụ cung cấp > Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,1.117.602.404.850,1.135.112.884.874,1117602404850.0,1135112884874.0
Công ty TNHH MTV Điều Hành Thăm dòKhai thác Dầu khí trong nước,Dịch vụ cung cấp > Công ty TNHH MTV Điều Hành Thăm dòKhai thác Dầu khí trong nước,Công ty TNHH MTV Điều Hành Thăm dòKhai thác Dầu khí trong nước,382.246.927.860,377.725.478.956,382246927860.0,377725478956.0
Tổng Công ty Dầu Việt Nam,Dịch vụ cung cấp > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,227.261.462.298,230.953.427.078,227261462298.0,230953427078.0
Công ty Cổ phần Vận tải Xăng dầu PhươngNam,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Xăng dầu PhươngNam,Công ty Cổ phần Vận tải Xăng dầu PhươngNam,318.663.698.490,117.260.368.662,318663698490.0,117260368662.0
Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,35.558.981.211,51.045.044.540,35558981211.0,51045044540.0
Công ty Cổ phần Vận tải Dầu Phương ĐôngViệt,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu Phương ĐôngViệt,Công ty Cổ phần Vận tải Dầu Phương ĐôngViệt,22.400.810.163,-,22400810163.0,
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,7.116.597.377,8.974.169.418,7116597377.0,8974169418.0
Liến doanh Việt-Nga Vietsovpetro,Dịch vụ cung cấp > Liến doanh Việt-Nga Vietsovpetro,Liến doanh Việt-Nga Vietsovpetro,3.247.311.768,-,3247311768.0,
Công ty Cổ phần Vận tải Dầu khí Hà Nội,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Hà Nội,Công ty Cổ phần Vận tải Dầu khí Hà Nội,3.756.531.816,-,3756531816.0,
Chi Nhánh Tổng Công Ty Khí Việt Nam -CTCP - Công Ty Kinh Doanh Sản Phạm Khí,Dịch vụ cung cấp > Chi Nhánh Tổng Công Ty Khí Việt Nam -CTCP - Công Ty Kinh Doanh Sản Phạm Khí,Chi Nhánh Tổng Công Ty Khí Việt Nam -CTCP - Công Ty Kinh Doanh Sản Phạm Khí,6.748.687.642,-,6748687642.0,
Mua hàng,Mua hàng,Mua hàng,Mua hàng,Mua hàng,,
Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,Mua hàng > Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,Công ty Cổ phần Vận tải Dầu khí Thái BìnhDương,824.736.455.492,825.925.874.309,824736455492.0,825925874309.0
Công ty Cổ phần Vận tải Xăng dầu PhươngNam,Mua hàng > Công ty Cổ phần Vận tải Xăng dầu PhươngNam,Công ty Cổ phần Vận tải Xăng dầu PhươngNam,227.333.878.939,238.177.313.888,227333878939.0,238177313888.0
Công ty Cổ phần Vận tải Dầu khí Hà Nội,Mua hàng > Công ty Cổ phần Vận tải Dầu khí Hà Nội,Công ty Cổ phần Vận tải Dầu khí Hà Nội,46.050.254.648,41.287.085.021,46050254648.0,41287085021.0
Công ty Cổ phần Vận tải Nhật Việt,Mua hàng > Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,21.984.370.588,-,21984370588.0,
Công ty Cổ phần Dịch vụ Tổng hợp Dầu khíVũng Tàu,Mua hàng > Công ty Cổ phần Dịch vụ Tổng hợp Dầu khíVũng Tàu,Công ty Cổ phần Dịch vụ Tổng hợp Dầu khíVũng Tàu,18.747.140.554,12.987.700.191,18747140554.0,12987700191.0
Công ty bảo hiểm PVI Phía Nam,Mua hàng > Công ty bảo hiểm PVI Phía Nam,Công ty bảo hiểm PVI Phía Nam,17.000.052.834,20.370.863.370,17000052834.0,20370863370.0
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Mua hàng > Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,13.620.000.389,581.499.998,13620000389.0,581499998.0
Tập đoàn Dầu khí Quốc gia Việt Nam,Mua hàng > Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,7.868.831.144,24.927.599.159,7868831144.0,24927599159.0
Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,Mua hàng > Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,Công ty Cổ phần Vận tải Sản phẩm khíQuốc tế,6.735.215.072,-,6735215072.0,
Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,Mua hàng > Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,Công ty Cổ phần Vận tải Dầu khí QuảngNgãi,4.931.437.987,5.388.004.271,4931437987.0,5388004271.0
Công ty cảng dịch vụ đầu khí,Mua hàng > Công ty cảng dịch vụ đầu khí,Công ty cảng dịch vụ đầu khí,2.639.340.264,-,2639340264.0,
