row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,4 - 6,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,7,7.0
BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,8 - 9,
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,10 - 39,
