row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,6.212.774.452.581,5.482.813.641.843,200.0,,6212774452581.0,5482813641843.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,750.000.000,965.000.000,210.0,,750000000.0,965000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,750.000.000,965.000.000,216.0,8.0,750000000.0,965000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.212.153.782.876,1.718.638.550.342,220.0,,5212153782876.0,1718638550342.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,4.407.592.731.819,879.754.317.564,221.0,12.0,4407592731819.0,879754317564.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,11.469.498.646.708,7.454.934.165.117,222.0,,11469498646708.0,7454934165117.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(7.061.905.914.889),(6.575.179.847.553),223.0,,-7061905914889.0,-6575179847553.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,804.561.051.057,838.884.232.778,227.0,13.0,804561051057.0,838884232778.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.078.529.642.772,1.105.540.820.964,228.0,,1078529642772.0,1105540820964.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(273.968.591.715),(266.656.588.186),229.0,,-273968591715.0,-266656588186.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,250.383.262.298,260.945.826.865,230.0,14.0,250383262298.0,260945826865.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,334.556.867.544,334.556.867.544,231.0,,334556867544.0,334556867544.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(84.173.605.246),(73.611.040.679),232.0,,-84173605246.0,-73611040679.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,136.402.931.745,2.861.564.550.893,240.0,,136402931745.0,2861564550893.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,136.402.931.745,2.861.564.550.893,242.0,15.0,136402931745.0,2861564550893.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5,422.717.708.736,422.571.464.649,250.0,5.0,422717708736.0,422571464649.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,386.250.000.000,386.250.000.000,251.0,,386250000000.0,386250000000.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,680.903.000.000,680.903.000.000,252.0,,680903000000.0,680903000000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,20.502.000.000,20.502.000.000,253.0,,20502000000.0,20502000000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(664.937.291.264),(665.083.535.351),254.0,,-664937291264.0,-665083535351.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,190.366.766.926,218.128.249.094,260.0,,190366766926.0,218128249094.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,9.041.899.262,13.397.838.293,261.0,11.0,9041899262.0,13397838293.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,16,59.225.661.902,74.218.395.998,262.0,16.0,59225661902.0,74218395998.0
"3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn",263,10,109.307.114.725,117.719.923.766,263.0,10.0,109307114725.0,117719923766.0
4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,,12.792.091.037,12.792.091.037,268.0,,12792091037.0,12792091037.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,10.767.063.264.583,9.833.443.871.801,270.0,,10767063264583.0,9833443871801.0
