row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Doanh thu,Chỉ phí,Lợi nhuận/(lỗ)sau thuế TNDN,Doanh thu,Chỉ phí,Lợi nhuận/(lỗ)sau thuế TNDN,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,,,,,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,2.369.077.025.946,2.336.162.873.693,13.328.051.342,2.053.425.572.054,1.999.149.491.082,17.535.839.018,2369077025946.0,2336162873693.0,13328051342.0,2053425572054.0,1999149491082.0,17535839018.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,2.304.809.158.493,2.282.906.720.260,10.990.438.272,2.058.858.152.872,2.033.693.661.355,9.952.913.209,2304809158493.0,2282906720260.0,10990438272.0,2058858152872.0,2033693661355.0,9952913209.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,2.414.696.780.857,2.364.754.791.679,12.898.242.804,2.123.364.372.956,2.081.525.061.154,12.895.405.730,2414696780857.0,2364754791679.0,12898242804.0,2123364372956.0,2081525061154.0,12895405730.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1.533.666.487.168,1.509.999.906.438,14.306.200.030,1.290.136.758.296,1.259.988.448.793,13.152.412.792,1533666487168.0,1509999906438.0,14306200030.0,1290136758296.0,1259988448793.0,13152412792.0
Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,,,,,,
Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Công ty Cổ phần Phát triển Đô thị Dầu khí (1),9.651.711.220,29.842.021.251,(38.488.416.277),161.048.001.525,163.710.794.242,(72.379.748.996),9651711220.0,29842021251.0,-38488416277.0,161048001525.0,163710794242.0,-72379748996.0
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),50.862.157.771,68.328.514.738,(700.303.837.920),1.283.566.638,46.828.810.573,(597.098.981.973),50862157771.0,68328514738.0,-700303837920.0,1283566638.0,46828810573.0,-597098981973.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,447.932.184.229,429.792.493.360,8.644.618.128,397.195.826.945,378.720.953.614,11.900.416.084,447932184229.0,429792493360.0,8644618128.0,397195826945.0,378720953614.0,11900416084.0
