row_label_raw,row_label_full,Ngân hàng TMCP Đạichứng Việt Nam -Chi nhánh Hồ Chí Minh,Số đầu năm > VNDGiá trị > 629.383.072.193,Số đầu năm > VNDSố có khả năngtrả nợ > 629.383.072.193,Trong năm > VNDTăng > 574.466.327.718,Trong năm > VNDGiám,Số cuối năm > VNDGiá trị > 1.203.849.399.911,Số cuối năm > VNDSố có khả năngtrả nợ > 1.203.849.399.911,numeric__Số đầu năm > VNDGiá trị > 629.383.072.193,numeric__Số đầu năm > VNDSố có khả năngtrả nợ > 629.383.072.193,numeric__Trong năm > VNDTăng > 574.466.327.718,numeric__Trong năm > VNDGiám,numeric__Số cuối năm > VNDGiá trị > 1.203.849.399.911,numeric__Số cuối năm > VNDSố có khả năngtrả nợ > 1.203.849.399.911
Cộng,Cộng,Cộng,629.383.072.193,629.383.072.193,574.466.327.718,-,1.203.849.399.911,1.203.849.399.911,629383072193.0,629383072193.0,574466327718.0,,1203849399911.0,1203849399911.0
Trong đó:Số phải trả trong vòng12 tháng,Trong đó:Số phải trả trong vòng12 tháng,Trong đó:Số phải trả trong vòng12 tháng,-,-,,,171.978.485.702,171.978.485.702,,,,,171978485702.0,171978485702.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,629.383.072.193,629.383.072.193,,,1.031.870.914.209,1.031.870.914.209,629383072193.0,629383072193.0,,,1031870914209.0,1031870914209.0
