row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,4.554.288.812.002,4.350.630.229.958,100.0,,4554288812002.0,4350630229958.0
I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,110,4,1.511.425.771.910,1.975.644.526.576,110.0,4.0,1511425771910.0,1975644526576.0
1. Tiền,1. Tiền,1. Tiền,111,,177.425.771.910,101.644.526.576,111.0,,177425771910.0,101644526576.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.334.000.000.000,1.874.000.000.000,112.0,,1334000000000.0,1874000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,825.000.000.000,835.000.000.000,120.0,5.0,825000000000.0,835000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,825.000.000.000,835.000.000.000,123.0,,825000000000.0,835000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,535.931.051.479,212.161.697.308,130.0,,535931051479.0,212161697308.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,470.328.245.626,103.671.774.172,131.0,6.0,470328245626.0,103671774172.0
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,7,49.223.730.472,90.757.085.022,132.0,7.0,49223730472.0,90757085022.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,249.619.892.780,251.250.684.842,136.0,8.0,249619892780.0,251250684842.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.576.422.659),(233.517.846.728),137.0,9.0,-233576422659.0,-233517846728.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,335.605.260,,139.0,,335605260.0,
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.366.033.553.207,1.050.508.366.652,140.0,10.0,1366033553207.0,1050508366652.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.366.033.553.207,1.050.508.366.652,141.0,,1366033553207.0,1050508366652.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,315.898.435.406,277.315.639.422,150.0,,315898435406.0,277315639422.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,53.281.725.703,15.095.728.800,151.0,11.0,53281725703.0,15095728800.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,258.031.179.931,256.305.454.281,152.0,,258031179931.0,256305454281.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,4.585.529.772,5.914.456.341,153.0,19.0,4585529772.0,5914456341.0
