row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,27,9.063.907.004.877,7.465.852.549.086,,1.0,27.0,9063907004877.0,7465852549086.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,213.713.864.228,157.671.743.412,,2.0,27.0,213713864228.0,157671743412.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,8.850.193.140.649,7.308.180.805.674,,10.0,,8850193140649.0,7308180805674.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,28,7.193.487.154.286,5.452.528.564.255,,11.0,28.0,7193487154286.0,5452528564255.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.656.705.986.363,1.855.652.241.419,,20.0,,1656705986363.0,1855652241419.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,151.312.563.153,194.160.162.710,,21.0,30.0,151312563153.0,194160162710.0
7.,7.,7.,Chi phí tài chính,22,31,73.676.565.185,1.148.895.578,,22.0,31.0,73676565185.0,1148895578.0
,,,- Trong đó: Chi phí lãi vay,23,,62.465.039.341,-,,23.0,,62465039341.0,
8.,8.,8.,Chi phí bán hàng,25,32,478.223.468.443,663.885.338.085,,25.0,32.0,478223468443.0,663885338085.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,32,407.460.183.846,551.860.445.034,,26.0,32.0,407460183846.0,551860445034.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,848.658.332.042,832.917.725.432,,30.0,,848658332042.0,832917725432.0
11.,11.,11.,Thu nhập khác,31,,15.837.660.619,15.605.365.438,,31.0,,15837660619.0,15605365438.0
12.,12.,12.,Chi phí khác,32,,1.344.560.318,1.317.355.627,,32.0,,1344560318.0,1317355627.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,14.493.100.301,14.288.009.811,,40.0,,14493100301.0,14288009811.0
14.,14.,14.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,863.151.432.343,847.205.735.243,,50.0,,863151432343.0,847205735243.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,132.953.824.668,127.814.613.285,,51.0,33.0,132953824668.0,127814613285.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,16,14.992.734.096,6.426.998.489,,52.0,16.0,14992734096.0,6426998489.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,715.204.873.579,712.964.123.469,,60.0,,715204873579.0,712964123469.0
