row_label_raw,row_label_full,CHÌ TIÊU,Mã số,TM,Từ 01/01/2017 đến 31/12/2017,Từ 01/02/2016 đến 31/12/2016 (Xem TM số 9),numeric__Mã số,numeric__TM,numeric__Từ 01/01/2017 đến 31/12/2017,numeric__Từ 01/02/2016 đến 31/12/2016 (Xem TM số 9)
III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,,
1. Tiền trả nợ gốc vay,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền trả nợ gốc vay,1. Tiền trả nợ gốc vay,34,,,(530.050.000.000),34.0,,,-530050000000.0
"2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(5.313.362.702),(127.469.936.841),36.0,,-5313362702.0,-127469936841.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(5.313.362.702),(657.519.936.841),40.0,,-5313362702.0,-657519936841.0
LƯU CHUYẾN THUÀN TRONG NĂM,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LƯU CHUYẾN THUÀN TRONG NĂM,LƯU CHUYẾN THUÀN TRONG NĂM,50,,(80.833.404.652),(439.164.643.157),50.0,,-80833404652.0,-439164643157.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,,177.967.898.503,617.132.541.660,60.0,,177967898503.0,617132541660.0
Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,61,,5.767.722,,61.0,,5767722.0,
TIỀN VÀ TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIỀN VÀ TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,TIỀN VÀ TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,70,,97.140.261.573,177.967.898.503,70.0,,97140261573.0,177967898503.0
