row_label_raw,row_label_full,col_0,Tại ngày31/12/2017VND,numeric__Tại ngày31/12/2017VND
Nhà nước,Nhà nước,Nhà nước,3.747.567.000.000,3747567000000.0
Cán bộ công nhân viên,Cán bộ công nhân viên,Cán bộ công nhân viên,8.495.000.000,8495000000.0
Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,8.938.000.000,8938000000.0
Cộng,Cộng,Cộng,3.765.000.000.000,3765000000000.0
