row_label_raw,row_label_full,Tên,Chức vụ,numeric__Chức vụ
Ông Phan Đình Thám,Ông Phan Đình Thám,Ông Phan Đình Thám,Tổng Giám đốc,
Ông Nguyễn Long Bôn,Ông Nguyễn Long Bôn,Ông Nguyễn Long Bôn,Phó Tổng Giám đốc,
Ông Chu Thanh Sơn,Ông Chu Thanh Sơn,Ông Chu Thanh Sơn,Phó Tổng Giám đốc,
Bà Trần Thị Thu,Bà Trần Thị Thu,Bà Trần Thị Thu,Phó Tổng Giám đốc (miễn nhiệm ngày 01/04/2017),
Ông Trần Thanh Hải,Ông Trần Thanh Hải,Ông Trần Thanh Hải,Phó Tổng Giám đốc,
Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Phó Tổng Giám đốc (bổ nhiệm từ tháng 04/2017),
