row_label_raw,row_label_full,col_0,Từ 01/01/2017đến 31/12/2017VND,Từ 01/02/2016đến 31/12/2016VND,numeric__Từ 01/01/2017đến 31/12/2017VND,numeric__Từ 01/02/2016đến 31/12/2016VND
Doanh thu:,Doanh thu:,Doanh thu:,Doanh thu:,Doanh thu:,,
"Doanh thu kinh doanh đất, hạ tầng","Doanh thu: > Doanh thu kinh doanh đất, hạ tầng","Doanh thu kinh doanh đất, hạ tầng",32.655.699.429,25.619.240.356,32655699429.0,25619240356.0
Khu công nghiệp Biên Hòa 1,Khu công nghiệp Biên Hòa 1,Khu công nghiệp Biên Hòa 1,,,,
"Doanh thu kinh doanh đất, hạ tầng","Khu công nghiệp Biên Hòa 1 > Doanh thu kinh doanh đất, hạ tầng","Doanh thu kinh doanh đất, hạ tầng",20.244.021.372,33.462.369.513,20244021372.0,33462369513.0
Khu công nghiệp Giang Điền,Khu công nghiệp Giang Điền,Khu công nghiệp Giang Điền,,,,
Doanh thu hợp đồng xây dựng Cầu Hóa An,Khu công nghiệp Giang Điền > Doanh thu hợp đồng xây dựng Cầu Hóa An,Doanh thu hợp đồng xây dựng Cầu Hóa An,18.809.363.636,35.934.545.454,18809363636.0,35934545454.0
Doanh thu cho thuê văn phòng,Khu công nghiệp Giang Điền > Doanh thu cho thuê văn phòng,Doanh thu cho thuê văn phòng,13.982.895.774,20.711.602.935,13982895774.0,20711602935.0
Doanh thu cho thuê nhà xưởng,Khu công nghiệp Giang Điền > Doanh thu cho thuê nhà xưởng,Doanh thu cho thuê nhà xưởng,3.781.992.868,8.600.320.319,3781992868.0,8600320319.0
Doanh thu kinh doanh nước sạch,Khu công nghiệp Giang Điền > Doanh thu kinh doanh nước sạch,Doanh thu kinh doanh nước sạch,2.202.169.500,2.895.550.500,2202169500.0,2895550500.0
Doanh thu kinh doanh nhà hàng khách sạn,Khu công nghiệp Giang Điền > Doanh thu kinh doanh nhà hàng khách sạn,Doanh thu kinh doanh nhà hàng khách sạn,334.803.778,978.359.902,334803778.0,978359902.0
Doanh thu chuyển nhượng nhà xưởng,Khu công nghiệp Giang Điền > Doanh thu chuyển nhượng nhà xưởng,Doanh thu chuyển nhượng nhà xưởng,-,30.908.174.889,,30908174889.0
"Doanh thu kinh doanh nhà, cho thuê nhà","Khu công nghiệp Giang Điền > Doanh thu kinh doanh nhà, cho thuê nhà","Doanh thu kinh doanh nhà, cho thuê nhà",-,18.583.859.817,,18583859817.0
Doanh thu khác,Khu công nghiệp Giang Điền > Doanh thu khác,Doanh thu khác,1.232.065.090,1.121.409.477,1232065090.0,1121409477.0
Cộng,Khu công nghiệp Giang Điền > Cộng,Cộng,93.243.011.447,178.815.433.162,93243011447.0,178815433162.0
Doanh thu cho thuê tài sản ghi nhận theo tổng số tiền nhận trước trong năm,Khu công nghiệp Giang Điền > Doanh thu cho thuê tài sản ghi nhận theo tổng số tiền nhận trước trong năm,Doanh thu cho thuê tài sản ghi nhận theo tổng số tiền nhận trước trong năm,-,106.334.335.799,,106334335799.0
Tổng cộng,Khu công nghiệp Giang Điền > Tổng cộng,Tổng cộng,93.243.011.447,285.149.768.961,93243011447.0,285149768961.0
"Trong đó, doanh thu các bên liên quan - Xem thêm mục 6","Khu công nghiệp Giang Điền > Trong đó, doanh thu các bên liên quan - Xem thêm mục 6","Trong đó, doanh thu các bên liên quan - Xem thêm mục 6",2.035.824.601,2.743.906.597,2035824601.0,2743906597.0
