row_label_raw,row_label_full,col_0,Tại ngày 31/12/2017VND > Giá trị,Tại ngày 31/12/2017VND > Dự phòng,Tại ngày 01/01/2017VND > Giá trị,Tại ngày 01/01/2017VND > Dự phòng,numeric__Tại ngày 31/12/2017VND > Giá trị,numeric__Tại ngày 31/12/2017VND > Dự phòng,numeric__Tại ngày 01/01/2017VND > Giá trị,numeric__Tại ngày 01/01/2017VND > Dự phòng
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,Phải thu khác từ khách hàng:,,,,
Dự thu lãi tiền gửi,Phải thu khác từ khách hàng: > Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,12.279.484.000,-,3.519.166.667,-,12279484000.0,,3519166667.0,
Phải thu người lao động,Phải thu khác từ khách hàng: > Phải thu người lao động,Phải thu người lao động,47.000.000,-,124.000.000,-,47000000.0,,124000000.0,
Phải thu Công ty Cổ phần du lịch Giang Điền,Phải thu khác từ khách hàng: > Phải thu Công ty Cổ phần du lịch Giang Điền,Phải thu Công ty Cổ phần du lịch Giang Điền,-,-,1.800.000.000,-,,,1800000000.0,
Thuế TNDN chuyển nhượng BDS tạm nộp,Phải thu khác từ khách hàng: > Thuế TNDN chuyển nhượng BDS tạm nộp,Thuế TNDN chuyển nhượng BDS tạm nộp,-,-,82.506.044,-,,,82506044.0,
Phải thu khác,Phải thu khác từ khách hàng: > Phải thu khác,Phải thu khác,2.081.846.917,-,416.875.640,-,2081846917.0,,416875640.0,
Phải thu khác từ các bên có liên quan - Xem thêm mục 6,Phải thu khác từ khách hàng: > Phải thu khác từ các bên có liên quan - Xem thêm mục 6,Phải thu khác từ các bên có liên quan - Xem thêm mục 6,-,-,4.784.460.000,-,,,4784460000.0,
Cộng,Phải thu khác từ khách hàng: > Cộng,Cộng,14.408.330.917,-,10.727.008.351,-,14408330917.0,,10727008351.0,
