row_label_raw,row_label_full,col_0,Từ 01/01/2017đến 31/12/2017VND,Từ 01/02/2016đến 31/12/2016VND,numeric__Từ 01/01/2017đến 31/12/2017VND,numeric__Từ 01/02/2016đến 31/12/2016VND
"Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:",,
Công ty Cổ phần Sonadezi Long Bình,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Long Bình",Công ty Cổ phần Sonadezi Long Bình,59.250.000.000,-,59250000000.0,
Công ty Cổ phần Cấp nước Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Cấp nước Đồng Nai",Công ty Cổ phần Cấp nước Đồng Nai,38.393.460.000,-,38393460000.0,
Công ty Cổ phần Sonadezi Long Thành,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Long Thành",Công ty Cổ phần Sonadezi Long Thành,35.833.000.000,16.380.800.000,35833000000.0,16380800000.0
Công ty Cổ phần Sonadezi Châu Đức,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Châu Đức",Công ty Cổ phần Sonadezi Châu Đức,18.736.000.000,-,18736000000.0,
Công ty Cổ phần Cảng Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Cảng Đồng Nai",Công ty Cổ phần Cảng Đồng Nai,15.743.700.000,4.408.236.000,15743700000.0,4408236000.0
Công ty Cổ phần Môi trường Sonadezi,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Môi trường Sonadezi",Công ty Cổ phần Môi trường Sonadezi,15.370.276.800,-,15370276800.0,
Công ty Cổ phần Phát triển Đỏ thị công nghiệp số 2,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Phát triển Đỏ thị công nghiệp số 2",Công ty Cổ phần Phát triển Đỏ thị công nghiệp số 2,9.261.000.000,15.434.230.000,9261000000.0,15434230000.0
Công ty Cổ phần Đầu tư xây dựng và vật liệu Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Đầu tư xây dựng và vật liệu Đồng Nai",Công ty Cổ phần Đầu tư xây dựng và vật liệu Đồng Nai,2.217.283.200,-,2217283200.0,
Công ty Cổ phần Sonadezi An Bình,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi An Bình",Công ty Cổ phần Sonadezi An Bình,1.890.000.000,-,1890000000.0,
Công ty Cổ phần Kinh doanh nhà Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Kinh doanh nhà Đồng Nai",Công ty Cổ phần Kinh doanh nhà Đồng Nai,1.836.000.000,3.672.000.000,1836000000.0,3672000000.0
Công ty Cổ phần Dịch vụ Sonadezi,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Dịch vụ Sonadezi",Công ty Cổ phần Dịch vụ Sonadezi,1.500.000.000,1.500.000.000,1500000000.0,1500000000.0
Công ty Cổ phần Sơn Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sơn Đồng Nai",Công ty Cổ phần Sơn Đồng Nai,1.138.860.000,1.138.860.000,1138860000.0,1138860000.0
Công ty Cổ phần Bến xe và dịch vụ vận tải Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Bến xe và dịch vụ vận tải Đồng Nai",Công ty Cổ phần Bến xe và dịch vụ vận tải Đồng Nai,1.338.120.000,-,1338120000.0,
Công ty Cổ phần Xây Dụng Dân Dụng Số 1 ĐồngNai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Xây Dụng Dân Dụng Số 1 ĐồngNai",Công ty Cổ phần Xây Dụng Dân Dụng Số 1 ĐồngNai,922.320.000,-,922320000.0,
Công ty Cổ phần Công trình giao thông Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Công trình giao thông Đồng Nai",Công ty Cổ phần Công trình giao thông Đồng Nai,-,632.400.000,,632400000.0
Cộng,"Cổ tức, lợi nhuận được chia: > Cộng",Cộng,203.430.020.000,43.166.526.000,203430020000.0,43166526000.0
