row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Đồng,Ngày 31 tháng 12năm 2020Đồng,numeric__Ngày 31 tháng 12năm 2021Đồng,numeric__Ngày 31 tháng 12năm 2020Đồng
USD,USD,USD,22.775,23.100,22775.0,23100.0
EUR,EUR,EUR,25.759,28.425,25759.0,28425.0
GBP,GBP,GBP,30.770,31.521,30770.0,31521.0
CAD,CAD,CAD,17.887,18.126,17887.0,18126.0
SGD,SGD,SGD,16.865,17.474,16865.0,17474.0
AUD,AUD,AUD,16.532,17.767,16532.0,17767.0
JPY,JPY,JPY,198,224,198.0,224.0
CHF,CHF,CHF,24.919,26.206,24919.0,26206.0
HKD,HKD,HKD,2.921,2.981,2921.0,2981.0
NZD,NZD,NZD,15.573,16.699,15573.0,16699.0
THB,THB,THB,688,774,688.0,774.0
Vàng SJC (chỉ),Vàng SJC (chỉ),Vàng SJC (chỉ),6.130.000,5.582.500,6130000.0,5582500.0
