row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Triệu đồng,Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,49.959.474,65.198.286,49959474.0,65198286.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,606.771,1.107.480,606771.0,1107480.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,112.459,1.074.893,112459.0,1074893.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,49.240.244,63.015.913,49240244.0,63015913.0
Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,3.835.093,3.407.832,3835093.0,3407832.0
- Thư tin dụng trả ngay,- Thư tin dụng trả ngay,- Thư tin dụng trả ngay,1.187.020,1.203.096,1187020.0,1203096.0
- Thư tin dụng trả chậm,- Thư tin dụng trả chậm,- Thư tin dụng trả chậm,2.648.073,2.204.736,2648073.0,2204736.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,3.803.883,3.855.634,3803883.0,3855634.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,1.137.444,1.411.618,1137444.0,1411618.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,505.894,576.085,505894.0,576085.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,126.211,184.763,126211.0,184763.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,2.034.334,1.683.168,2034334.0,1683168.0
Cam kết khác,Cam kết khác,Cam kết khác,165.988,168.356,165988.0,168356.0
Trừ Tiền ký quỹ,Trừ Tiền ký quỹ,Trừ Tiền ký quỹ,(453.741),(362.700),-453741.0,-362700.0
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,57.310.697,72.267.408,57310697.0,72267408.0
