row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồngTriệu đồng,Năm trướcTriệu đồngTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồngTriệu đồng,numeric__Năm trướcTriệu đồngTriệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Trả lãi tiền gửiThu lãi tiền gửiTrả lãi tiền vayThu từ dịch vụ thanh toán,1401381.770827,3.1561.53410.5941.427,,1401381770827.0,3.1561534105941428e+16
Công ty con,Công ty con,Công ty con,Cổ tứcTrả lãi tiền gửiChi thủ lao ủy quyền xử lý nợThu từ dịch vụ thanh toán,63.2117.88813.0103,-12.87413.1614,,632117888130103.0,-12874131614.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Trả lãi tiền gửiThu lãi cho vayThu từ dịch vụ thanh toánChi về dịch vụ thanh toánLương, thường và thủ lao",9.58111323438.918,18.42345303435.484,,958111323438918.0,1842345303435484.0
