row_label_raw,row_label_full,col_0,Dư phòngcu thểTriệu đồng,Dư phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dư phòngcu thểTriệu đồng,numeric__Dư phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,270.666,802.156,1.072.822,270666.0,802156.0,1072822.0
Số trích lập/(hoản nhập) trong năm,Số trích lập/(hoản nhập) trong năm,Số trích lập/(hoản nhập) trong năm,273.792,(66.779),207.013,273792.0,-66779.0,207013.0
Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,544.458,735.377,1.279.835,544458.0,735377.0,1279835.0
