row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,57.633.602,"50,26",50.555.028,"50,17",57633602.0,50.26,50555028.0,50.17
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,37.244.240,"32,48",33.062.299,"32,81",37244240.0,32.48,33062299.0,32.81
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,15.224.298,"13,28",11.502.641,"11,42",15224298.0,13.28,11502641.0,11.42
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,2.320.767,"2,02",2.875.731,"2,85",2320767.0,2.02,2875731.0,2.85
Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,1.466.405,"1,28",1.528.478,"1,52",1466405.0,1.28,1528478.0,1.52
Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,594.292,"0,52",718.191,"0,71",594292.0,0.52,718191.0,0.71
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,243.063,"0,21",297.482,"0,30",243063.0,0.21,297482.0,0.3
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,212.052,"0,18",156.221,"0,16",212052.0,0.18,156221.0,0.16
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,48.544,"0,04",108.519,"0,11",48544.0,0.04,108519.0,0.11
"Công ty trách nhiệm hữu hạn 2 thành viên trở lên cổ phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Công ty trách nhiệm hữu hạn 2 thành viên trở lên cổ phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Công ty trách nhiệm hữu hạn 2 thành viên trở lên cổ phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",42.928,"0,04",37.829,"0,04",42928.0,0.04,37829.0,0.04
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,193,"0,00",366,"0,00",193.0,0.0,366.0,0.0
Khác,Khác,Khác,209.799,"0,17",236.767,"0,22",209799.0,0.17,236767.0,0.22
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,57.041.028,"49,74",50.212.378,"49,83",57041028.0,49.74,50212378.0,49.83
,,,114.674.630,"100,00",100.767.406,"100,00",114674630.0,100.0,100767406.0,100.0
