row_label_raw,row_label_full,col_0,Dư phòngcu thểTriệu đồng,Dư phòngchungTriệu đồng,Tổng côngTriệu đồng,numeric__Dư phòngcu thểTriệu đồng,numeric__Dư phòngchungTriệu đồng,numeric__Tổng côngTriệu đồng
Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,544.458,735.377,1.279.835,544458.0,735377.0,1279835.0
Số trích lập trong năm,Số trích lập trong năm,Số trích lập trong năm,579.735,91.257,670.992,579735.0,91257.0,670992.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(584.277),-,(584.277),-584277.0,,-584277.0
Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,539.916,826.634,1.366.550,539916.0,826634.0,1366550.0
