row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Triệu đồng,Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,7.141.543,7.641.254,7141543.0,7641254.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,-,1.462.310,,1462310.0
Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tín dụng khác trong nước phát hành,6.301.144,5.002.455,6301144.0,5002455.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,840.399,1.176.489,840399.0,1176489.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,212.868,255.899,212868.0,255899.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,212.868,255.899,212868.0,255899.0
,,,7.354.411,7.897.153,7354411.0,7897153.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(126.050),(178.213),-126050.0,-178213.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(5.929),(5.438),-5929.0,-5438.0
Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,(120.121),(172.775),-120121.0,-172775.0
,,,7.228.361,7.718.940,7228361.0,7718940.0
