row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính:VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính:VND > Năm trước
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,94.146.779.399,117.394.205.455,94146779399.0,117394205455.0
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,23.723.657.990,827.717.832,23723657990.0,827717832.0
Phí mở thư tín dụng,Phí mở thư tín dụng,Phí mở thư tín dụng,5.164.416.037,4.722.353.535,5164416037.0,4722353535.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,123.034.853.426,122.944.276.822,123034853426.0,122944276822.0
