row_label_raw,row_label_full,Công ty cho thuê > Các khoản nợ thuê tài chính,Ngày 31 tháng 12năm 2015 > 190.863.348.855,Kỳ hạn trả gốc vàlãi > Gốc vay được trảlần cuối trong giaidoạn từ tháng 9năm 2017 đếntháng 4 năm 2021.Lãi vay trả hàngtháng.,"Lãi suất năm > 8%-11% hoặc lãi suất6 tháng đầu là11%/năm, sau đóbằng lãi suất cho thuệtài chính cơ bản +2,4%/năm (được điềuchính mối 6 tháng)",numeric__Ngày 31 tháng 12năm 2015 > 190.863.348.855,numeric__Kỳ hạn trả gốc vàlãi > Gốc vay được trảlần cuối trong giaidoạn từ tháng 9năm 2017 đếntháng 4 năm 2021.Lãi vay trả hàngtháng.,"numeric__Lãi suất năm > 8%-11% hoặc lãi suất6 tháng đầu là11%/năm, sau đóbằng lãi suất cho thuệtài chính cơ bản +2,4%/năm (được điềuchính mối 6 tháng)"
Tổng cộng,Tổng cộng,Tổng cộng,190.863.348.855,,,190863348855.0,,
Trong đó:Nợ dài hạn đến hạn trảNợ dài hạn,Trong đó:Nợ dài hạn đến hạn trảNợ dài hạn,Trong đó:Nợ dài hạn đến hạn trảNợ dài hạn,49.808.505.266141.054.843.589,,,4.980850526614106e+22,,
