row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2015,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2014,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2015,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2014
Phải trả nhà cung cấp nguyên vật liệu nước ngoài,Phải trả nhà cung cấp nguyên vật liệu nước ngoài,Phải trả nhà cung cấp nguyên vật liệu nước ngoài,309.978.316.690,543.407.502.031,309978316690.0,543407502031.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Crossland Marketing Pte Ltd,Trong đó: > - Crossland Marketing Pte Ltd,- Crossland Marketing Pte Ltd,142.592.362.500,-,142592362500.0,
- International Asia,Trong đó: > - International Asia,- International Asia,59.494.431.692,-,59494431692.0,
- Bunge Agribusiness Singapore Pte Ltd,Trong đó: > - Bunge Agribusiness Singapore Pte Ltd,- Bunge Agribusiness Singapore Pte Ltd,-,305.572.917.219,,305572917219.0
- Sojitz Asia Pte Ltd,Trong đó: > - Sojitz Asia Pte Ltd,- Sojitz Asia Pte Ltd,-,206.116.316.187,,206116316187.0
- Phải trả nhà cung cấp nước ngoài khác,Trong đó: > - Phải trả nhà cung cấp nước ngoài khác,- Phải trả nhà cung cấp nước ngoài khác,107.891.522.498,31.718.268.625,107891522498.0,31718268625.0
Phải trả nhà cung cấp khác,Trong đó: > Phải trả nhà cung cấp khác,Phải trả nhà cung cấp khác,223.890.337.415,177.515.154.207,223890337415.0,177515154207.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,533.868.654.105,720.922.656.238,533868654105.0,720922656238.0
