row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014 (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014 (Trình bày lại)
300,300,300,A. NỘ PHẢI TRẢ,,2.668.763.190.851,2.390.099.865.524,,,2668763190851.0,2390099865524.0
310,310,310,I. Nợ ngắn hạn,,2.410.964.470.019,2.214.923.420.923,,,2410964470019.0,2214923420923.0
311,311,311,1. Phải trả người bán ngắn hạn,15,533.868.654.105,720.922.656.238,,15.0,533868654105.0,720922656238.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,18.943.829.017,25.525.142.293,,,18943829017.0,25525142293.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,30.261.135.514,50.119.681.767,,16.0,30261135514.0,50119681767.0
314,314,314,4. Phải trả người lao động,,36.330.229.654,30.944.486.013,,,36330229654.0,30944486013.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,104.281.720.548,74.601.656.976,,17.0,104281720548.0,74601656976.0
319,319,319,6. Phải trả ngắn hạn khác,18,158.578.359.433,60.412.836.790,,18.0,158578359433.0,60412836790.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,19,1.509.505.245.347,1.221.524.135.425,,19.0,1509505245347.0,1221524135425.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",20,19.195.296.401,30.872.825.421,,20.0,19195296401.0,30872825421.0
330,330,330,II. Nợ dài hạn,,257.798.720.832,175.176.444.601,,,257798720832.0,175176444601.0
337,337,337,1. Phải trả dài hạn khác,18,8.842.868.300,7.284.668.300,,18.0,8842868300.0,7284668300.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,19,248.955.852.532,167.891.776.301,,19.0,248955852532.0,167891776301.0
400,400,400,B. VỐN CHỦ SỞ HỮU,,1.946.447.536.231,1.830.261.832.988,,,1946447536231.0,1830261832988.0
410,410,410,I. Vốn chủ sở hữu,21,1.946.447.536.231,1.830.261.832.988,,21.0,1946447536231.0,1830261832988.0
411,411,411,1. Vốn cổ phần,21.1,627.419.230.000,627.419.230.000,,211.0,627419230000.0,627419230000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,627.419.230.000,627.419.230.000,,,627419230000.0,627419230000.0
412,412,412,2. Thắng dư vốn cổ phần,21.1,418.432.992.221,418.432.992.221,,211.0,418432992221.0,418432992221.0
418,418,418,3. Quỹ đầu tư phát triển,21.1,679.130.704.305,578.636.506.646,,211.0,679130704305.0,578636506646.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,21.1,221.464.609.705,205.773.104.121,,211.0,221464609705.0,205773104121.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,,-,-,,,,
421b,421a > 421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,221.464.609.705,205.773.104.121,,,221464609705.0,205773104121.0
440,421a > 440,440,TỔNG CỘNG NGUỒN VỐN,,4.615.210.727.082,4.220.361.698.512,,,4615210727082.0,4220361698512.0
