row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bản hàng và cung cấp dịch vụ,22.1,5.863.191.770.258,5.236.685.163.739,,221.0,5863191770258.0,5236685163739.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(71.799.240.970),(49.847.099.924),,221.0,-71799240970.0,-49847099924.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,5.791.392.529.288,5.186.838.063.815,,221.0,5791392529288.0,5186838063815.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(5.090.939.741.579),(4.589.887.699.636),,23.0,-5090939741579.0,-4589887699636.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,700.452.787.709,596.950.364.179,,,700452787709.0,596950364179.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,17.386.001.398,17.791.336.498,,222.0,17386001398.0,17791336498.0
22,22,22,7. Chỉ phí tài chính Trong đó: Chỉ phí lãi vay,25,(123.034.853.426) (94.146.779.399),(122.944.276.822) (117.394.205.455),,25.0,,
23,23,23,7. Chỉ phí tài chính Trong đó: Chỉ phí lãi vay,25,(123.034.853.426) (94.146.779.399),(122.944.276.822) (117.394.205.455),,25.0,,
25,25,25,8. Chỉ phí bán hàng,24,(148.137.106.928),(110.836.389.729),,24.0,-148137106928.0,-110836389729.0
26,26,26,9. Chỉ phí quản lý doanh nghiệp,24,(164.055.888.832),(132.572.721.606),,24.0,-164055888832.0,-132572721606.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,282.610.939.921,248.388.312.520,,,282610939921.0,248388312520.0
31,31,31,11. Thu nhập khác,26,3.039.636.862,2.475.354.790,,26.0,3039636862.0,2475354790.0
32,32,32,12. Chỉ phí khác,26,(2.033.366.403),(1.707.339.001),,26.0,-2033366403.0,-1707339001.0
40,40,40,13. Lợi nhuận khác,25,1.006.270.459,768.015.789,,25.0,1006270459.0,768015789.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,283.617.210.380,249.156.328.309,,,283617210380.0,249156328309.0
51,51,51,15. Chỉ phí thuế TNDN hiện hành,28.1,(30.781.639.175),(43.383.224.188),,281.0,-30781639175.0,-43383224188.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,252.835.571.205,205.773.104.121,,,252835571205.0,205773104121.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,,252.835.571.205,205.773.104.121,,,252835571205.0,205773104121.0
62,62,62,18. Lợi nhuận sau thuế của cổ đông không kiểm soát,,-,-,,,,
70,62 > 70,70,19. Lãi cơ bản trên cổ phiếu,30,4.030,3.102,,30.0,4030.0,3102.0
