row_label_raw,row_label_full,col_0,Số đầu năm,Tăng,Giảm,Phân loại lại,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng,numeric__Giảm,numeric__Phân loại lại,numeric__VND Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.836.454.637.089,45.690.847.426.072,(38.632.142.153.633),135.855.710.664,13.031.015.620.192,5836454637089.0,45690847426072.0,-38632142153633.0,135855710664.0,13031015620192.0
Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),5.700.598.926.425,45.690.847.426.072,(38.360.430.732.305),-,13.031.015.620.192,5700598926425.0,45690847426072.0,-38360430732305.0,,13031015620192.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,135.855.710.664,-,(271.711.421.328),135.855.710.664,-,135855710664.0,,-271711421328.0,135855710664.0,
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.208.167.140.389,219.644.875.166,(169.819.638.234),(135.855.710.664),1.122.136.666.657,1208167140389.0,219644875166.0,-169819638234.0,-135855710664.0,1122136666657.0
Trái phiếu thường trong nước(Thuyết minh số 22.2),Trái phiếu thường trong nước(Thuyết minh số 22.2),Trái phiếu thường trong nước(Thuyết minh số 22.2),1.117.596.666.661,4.539.999.996,-,-,1.122.136.666.657,1117596666661.0,4539999996.0,,,1122136666657.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,90.570.473.728,215.104.875.170,(169.819.638.234),(135.855.710.664),-,90570473728.0,215104875170.0,-169819638234.0,-135855710664.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.044.621.777.478,45.910.492.301.238,(38.801.961.791.867),-,14.153.152.286.849,7044621777478.0,45910492301238.0,-38801961791867.0,,14153152286849.0
