row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,5.053.447.204.696,3.786.318.568.918,5053447204696.0,3786318568918.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,1.010.689.440.939,757.263.713.784,1010689440939.0,757263713784.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Lỗ từ các công ty con chưa ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ từ các công ty con chưa ghi nhận thuế hoãn lại,Lỗ từ các công ty con chưa ghi nhận thuế hoãn lại,207.512.389.408,114.559.216.155,207512389408.0,114559216155.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,12.278.374.424,12.278.374.424,12278374424.0,12278374424.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,4.838.942.989,9.001.080.176,4838942989.0,9001080176.0
Lỗ từ công ty liên kết,Các khoản điều chỉnh: > Lỗ từ công ty liên kết,Lỗ từ công ty liên kết,694.656.674,420.197.377,694656674.0,420197377.0
Điều chỉnh chi phí thuế TNDN trích thiếu các năm trước,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN trích thiếu các năm trước,Điều chỉnh chi phí thuế TNDN trích thiếu các năm trước,126.299.960,12.486.926.869,126299960.0,12486926869.0
Lỗ chuyển sang từ năm trước,Các khoản điều chỉnh: > Lỗ chuyển sang từ năm trước,Lỗ chuyển sang từ năm trước,(2.042.981.573),-,-2042981573.0,
Thuế TNDN được miễn giảm,Các khoản điều chỉnh: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(16.890.005.152),-,-16890005152.0,
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,1.217.207.117.669,906.009.508.785,1217207117669.0,906009508785.0
