row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Thu hộ cước phí,Thu hộ cước phí,Thu hộ cước phí,439.435.994.167,1.042.059.390.385,439435994167.0,1042059390385.0
Nhận trước tiền phát hành cổ phiếu (*) (Thuyết minh số 31),Nhận trước tiền phát hành cổ phiếu (*) (Thuyết minh số 31),Nhận trước tiền phát hành cổ phiếu (*) (Thuyết minh số 31),85.719.580.000,-,85719580000.0,
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,56.386.635.126,33.499.443.205,56386635126.0,33499443205.0
"Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn","Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn","Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn",33.962.017.460,25.017.709.725,33962017460.0,25017709725.0
Thu hộ tiền trả góp,Thu hộ tiền trả góp,Thu hộ tiền trả góp,32.522.239.000,36.449.047.741,32522239000.0,36449047741.0
Phiếu mua hàng,Phiếu mua hàng,Phiếu mua hàng,28.214.097.975,24.736.136.521,28214097975.0,24736136521.0
Khác,Khác,Khác,41.644.167.028,46.452.535.513,41644167028.0,46452535513.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,717.884.730.756,1.208.214.263.090,717884730756.0,1208214263090.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,714.304.603.481,1.208.214.263.090,714304603481.0,1208214263090.0
Phải trả bên liên quan (Thuyết minh số 29),Trong đó: > Phải trả bên liên quan (Thuyết minh số 29),Phải trả bên liên quan (Thuyết minh số 29),3.580.127.275,-,3580127275.0,
