row_label_raw,row_label_full,col_0,Số đầu năm,Tăng,Giảm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng,numeric__Giảm,numeric__VND Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,191.092.523.932,1.248.353.081.834,(1.092.078.712.882),347.366.892.884,191092523932.0,1248353081834.0,-1092078712882.0,347366892884.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,21.588.461.648,13.572.052.575.357,(13.589.681.743.280),3.959.293.725,21588461648.0,13572052575357.0,-13589681743280.0,3959293725.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.866.631.646,527.977.422.424,(507.550.503.183),22.293.550.887,1866631646.0,527977422424.0,-507550503183.0,22293550887.0
Khác,Khác,Khác,3.152.026.657,19.655.296.472,(21.803.791.515),1.003.531.614,3152026657.0,19655296472.0,-21803791515.0,1003531614.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,217.699.643.883,15.368.038.376.087,(15.211.114.750.860),374.623.269.110,217699643883.0,15368038376087.0,-15211114750860.0,374623269110.0
