row_label_raw,row_label_full,Ông Nguyễn Đức Tài,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Thành viên,,,
Ông Thomas Lanyi,Ông Thomas Lanyi,Ông Thomas Lanyi,Thành viên,,,
Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Thành viên,,,
Ông Robert Willet,Ông Robert Willet,Ông Robert Willet,Thành viên,,,
Ông Đặng Minh Lượngm,Ông Đặng Minh Lượngm,Ông Đặng Minh Lượngm,Thành viên,,,
Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Thành viên,bỗ nhiệm ngày 22 tháng 3 năm 2019,,
Ông Đào Thế Vinh,Ông Đào Thế Vinh,Ông Đào Thế Vinh,Thành viên,bỗ nhiệm ngày 22 tháng 3 năm 2019,,
Ông Trần Lê Quân,Ông Trần Lê Quân,Ông Trần Lê Quân,Thành viên,từ nhiệm ngày 22 tháng 3 năm 2019,,
