row_label_raw,row_label_full,col_0,Quế hạn,Quế hạn_1,Quế hạn_2,Quế hạn_3,Quế hạn_4,numeric__Quế hạn,numeric__Quế hạn_1,numeric__Quế hạn_2,numeric__Quế hạn_3,numeric__Quế hạn_4
,,,Dưới 90 ngàyTriệu đồng,Từ 91 đến 180 ngàyTriệu đồng,Từ 181 đến 360 ngàyTriệu đồng,Trên 360 ngàyTriệu đồng,Tổng cộngTriệu đồng,,,,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,403.069,66.157,69.628,165.346,704.200,403069.0,66157.0,69628.0,165346.0,704200.0
