row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,3.104.000,874.000,3104000.0,874000.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,484.000,274.000,484000.0,274000.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,2.620.000,600.000,2620000.0,600000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,20.710.063,18.432.063,20710063.0,18432063.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,16.678.000,15.400.000,16678000.0,15400000.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,4.032.063,3.032.063,4032063.0,3032063.0
Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),3.694.400,-,3694400.0,
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,3.694.400,-,3694400.0,
Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(4.206),-,-4206.0,
,,,27.504.257,19.306.063,27504257.0,19306063.0
