row_label_raw,row_label_full,col_0,Quyền sử dụng đất có thời hạn Triệu đồng,Quyền sử dụng đất không thời hạn Triệu đồng,Phần mềm máy vi tính Triệu đồng,Tài sản khác Triệu đồng,Tổng cộng Triệu đồng,numeric__Quyền sử dụng đất có thời hạn Triệu đồng,numeric__Quyền sử dụng đất không thời hạn Triệu đồng,numeric__Phần mềm máy vi tính Triệu đồng,numeric__Tài sản khác Triệu đồng,numeric__Tổng cộng Triệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,104.233,253.456,177.111,351,535.151,104233.0,253456.0,177111.0,351.0,535151.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,2.144,105.044,-,107.188,,2144.0,105044.0,,107188.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,104.233,255.600,282.155,351,642.339,104233.0,255600.0,282155.0,351.0,642339.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,6.107,-,160.679,351,167.137,6107.0,,160679.0,351.0,167137.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,2.053,-,19.943,-,21.996,2053.0,,19943.0,,21996.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,8.160,-,180.622,351,189.133,8160.0,,180622.0,351.0,189133.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,98.126,253.456,16.432,-,368.014,98126.0,253456.0,16432.0,,368014.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,96.073,255.600,101.533,-,453.206,96073.0,255600.0,101533.0,,453206.0
