row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,442.868,235.406,442868.0,235406.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,257.612,86.275,257612.0,86275.0
Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,75.229,-,75229.0,
Thu từ nghiệp vụ phải sinh,Thu từ nghiệp vụ phải sinh,Thu từ nghiệp vụ phải sinh,60.780,1.907,60780.0,1907.0
Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,29.358,15.943,29358.0,15943.0
Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,9.172,26.760,9172.0,26760.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,3.113,50.087,3113.0,50087.0
Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,287,38.062,287.0,38062.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,7.317,16.372,7317.0,16372.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(74.202),(9.995),-74202.0,-9995.0
Chi phí nghiệp vụ phải sinh,Chi phí nghiệp vụ phải sinh,Chi phí nghiệp vụ phải sinh,(63.620),(993),-63620.0,-993.0
Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,(7.743),(3.290),-7743.0,-3290.0
Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,-,(4.230),,-4230.0
Chi phí khác,Chi phí khác,Chi phí khác,(2.839),(1.482),-2839.0,-1482.0
,,,368.666,225.411,368666.0,225411.0
