row_label_raw,row_label_full,col_0,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,7.245.266(5.534.767),3.774.470(2.761.094),32.418.003(27.045.261),43.437.739(35.341.122),(24.739.096)24.739.096,18.698.643(10.602.026),,,,,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,7.245.266(5.534.767),3.774.470(2.761.094),32.418.003(27.045.261),43.437.739(35.341.122),(24.739.096)24.739.096,18.698.643(10.602.026),,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,1.710.499,1.013.376,5.372.742,8.096.617,-,8.096.617,1710499.0,1013376.0,5372742.0,8096617.0,,8096617.0
Các khoản thu nhập ngoài lãi,Chi phí lãi và các chi phí tương tự > Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,77.428,37.979,1.426.788,1.542.195,-,1.542.195,77428.0,37979.0,1426788.0,1542195.0,,1542195.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,1.787.927,1.051.355,6.799.530,9.638.812,-,9.638.812,1787927.0,1051355.0,6799530.0,9638812.0,,9638812.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(614.994),(425.497),(2.891.886),(3.932.377),-,(3.932.377),-614994.0,-425497.0,-2891886.0,-3932377.0,,-3932377.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,1.172.933,625.858,3.907.644,5.706.435,-,5.706.435,1172933.0,625858.0,3907644.0,5706435.0,,5706435.0
Chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,(95.787),(42.086),(442.531),(580.404),,(580.404),-95787.0,-42086.0,-442531.0,-580404.0,,-580404.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Chi phí lãi và các chi phí tương tự > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,1.077.146,583.772,3.465.113,5.126.031,,5.126.031,1077146.0,583772.0,3465113.0,5126031.0,,5126031.0
TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,,,,,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,572.379,336.336,1.348.373,2.257.088,-,2.257.088,572379.0,336336.0,1348373.0,2257088.0,,2257088.0
Tiền gửi tại và cho vay NHNN Việt Nam và các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay NHNN Việt Nam và các TCTD khác,Tiền gửi tại và cho vay NHNN Việt Nam và các TCTD khác,122.714,90.810,52.067.576,52.281.100,-,52.281.100,122714.0,90810.0,52067576.0,52281100.0,,52281100.0
Cho vay khách hàng - gộp,TÀI SẢN > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,31.797.003,27.696.833,104.599.041,164.092.877,-,164.092.877,31797003.0,27696833.0,104599041.0,164092877.0,,164092877.0
Đầu tư - gộp,TÀI SẢN > Đầu tư - gộp,Đầu tư - gộp,5.587.296,-,68.158.157,73.745.453,-,73.745.453,5587296.0,,68158157.0,73745453.0,,73745453.0
Tài sản khác – gộp,TÀI SẢN > Tài sản khác – gộp,Tài sản khác – gộp,20.965.685,586.659,14.963.126,36.515.470,(20.166.244),16.349.226,20965685.0,586659.0,14963126.0,36515470.0,-20166244.0,16349226.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,59.045.077,28.710.638,241.136.273,328.891.988,(20.166.244),308.725.744,59045077.0,28710638.0,241136273.0,328891988.0,-20166244.0,308725744.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,,,,
Các khoản nợ NHNN Việt Nam,NỘ PHẢI TRẢ > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,142.771,142.771,-,142.771,,,142771.0,142771.0,,142771.0
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,18.837,-,73.678.385,73.697.222,-,73.697.222,18837.0,,73678385.0,73697222.0,,73697222.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,55.372.781,15.826.734,103.440.130,174.639.645,-,174.639.645,55372781.0,15826734.0,103440130.0,174639645.0,,174639645.0
Nợ phải trả khác,NỘ PHẢI TRẢ > Nợ phải trả khác,Nợ phải trả khác,2.231.186,12.070.202,42.137.287,56.438.675,(20.166.244),36.272.431,2231186.0,12070202.0,42137287.0,56438675.0,-20166244.0,36272431.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,57.622.804,27.896.936,219.398.573,304.918.313,(20.166.244),284.752.069,57622804.0,27896936.0,219398573.0,304918313.0,-20166244.0,284752069.0
