row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,,,
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi thanh toán,(309.328),(114.057),,-309328.0,-114057.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi có kỳ hạn,(1.102.500),(212.332),,-1102500.0,-212332.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi ký quỹ,(14.000),(76.292),,-14000.0,-76292.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cho vay,-,248.940,,,248940.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Dự thu lãi cho vay,-,535,,,535.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi thanh toán vàvốn chuyên dụng,(613.294),(2.674.692),,-613294.0,-2674692.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi có kỳ hạn,(1.373.523),(643.381),,-1373523.0,-643381.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi ký quỹ,(23.722),(2),,-23722.0,-2.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Cho vay,1.919.651,1.371.134,,1919651.0,1371134.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Dự thu lãi cho vay,1.326,931,,1326.0,931.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tiền gửi thanh toán,(716.324),(415.647),,-716324.0,-415647.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tiền gửi có kỳ hạn,(17.000),(536.600),,-17000.0,-536600.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Dự chi lãi tiền gửi,(22),(121),,-22.0,-121.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Cho vay,200.000,450.000,,200000.0,450000.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Dự thu lãi cho vay,15.879,37.202,,15879.0,37202.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Phải thu cổ tức,300.000,-,,300000.0,
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tạm ứng góp vốn,-,300.000,,,300000.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Đầu tư giấy tờ có giá,1.695.000,1.200.000,,1695000.0,1200000.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Lãi dự thu đầu tư vào giấy tờ có giá,17.696,12.708,,17696.0,12708.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Cam kết trong giao dịch hoán đốitiền tệ,563.688,942.201,,563688.0,942201.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Lãi phải trả giao dịch hoán đối tiền tệ,4.133,14.572,,4133.0,14572.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Phải thu từ hợp đồng hợp tác hỗ trợcông nghệ thông tin,11.520,-,,11520.0,
Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Bên liên quan > Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Tiền gửi thanh toán,(488.162),(139.142),,-488162.0,-139142.0
Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Bên liên quan > Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Tiền gửi tiết kiệm,(389.538),(301.147),,-389538.0,-301147.0
Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Bên liên quan > Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Thành viên Hộiđồng Quản trị vàBan Điều hành củaNgân hàng và cácbên liên quan đếncác cá nhân này,Tiền gửi có kỳ hạn,(1.492.741),(900.000),,-1492741.0,-900000.0
