row_label_raw,row_label_full,Tên,Chức vụ,Nghìn VND,numeric__Chức vụ,numeric__Nghìn VND
Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,,
Ông Danny Le,Ông Danny Le,Ông Danny Le,Chủ tịch Hội đồng Quản trị,-,,
Ông Nguyễn Thiều Nam,Ông Nguyễn Thiều Nam,Ông Nguyễn Thiều Nam,Phó Chủ tịch thứ nhất,-,,
Ông Nguyễn Văn Thắng,Ông Nguyễn Văn Thắng,Ông Nguyễn Văn Thắng,Thành viên Hội đồng Quản trị,-,,
Ông Craig Richard Bradshaw,Ông Craig Richard Bradshaw,Ông Craig Richard Bradshaw,Thành viên Hội đồng Quản trị,-,,
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,,
Ông Craig Richard Bradshaw,Tổng Giám đốc > Ông Craig Richard Bradshaw,Ông Craig Richard Bradshaw,Tổng Giám đốc,25.157.139,,25157139.0
