row_label_raw,row_label_full,col_0,2020Nghìn VND,2019Nghìn VND,numeric__2020Nghìn VND,numeric__2019Nghìn VND
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,298.399.658,278.460.274,298399658.0,278460274.0
Chi phí đi vay,Chi phí đi vay,Chi phí đi vay,1.150.436,723.924,1150436.0,723924.0
,,,299.550.094,279.184.198,299550094.0,279184198.0
