row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí hoa hồng môi giới,Chi phí bán hàng > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,84.767.218.299,116.042.286.237,84767218299.0,116042286237.0
"Chi phí quảng cáo, khuyến mại","Chi phí bán hàng > Chi phí quảng cáo, khuyến mại","Chi phí quảng cáo, khuyến mại",24.377.762.125,18.059.627.798,24377762125.0,18059627798.0
Chi phí lương nhân viên bán hàng,Chi phí bán hàng > Chi phí lương nhân viên bán hàng,Chi phí lương nhân viên bán hàng,4.951.862.928,2.938.896.640,4951862928.0,2938896640.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,6.253.122.483,21.120.601.299,6253122483.0,21120601299.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,120.349.965.835,158.161.411.974,120349965835.0,158161411974.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,81.327.085.460,38.781.547.352,81327085460.0,38781547352.0
"Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí quản lý doanh nghiệp > Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí công cụ, dụng cụ, đồ dùng văn phòng",13.472.139.090,12.116.119.001,13472139090.0,12116119001.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,3.836.179.999,4.289.470.092,3836179999.0,4289470092.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,64.731.039.450,26.331.237.531,64731039450.0,26331237531.0
Chi phí quản lý khách sạn,Chi phí quản lý doanh nghiệp > Chi phí quản lý khách sạn,Chi phí quản lý khách sạn,25.217.201.944,14.764.922.279,25217201944.0,14764922279.0
Trích lập dự phòng,Chi phí quản lý doanh nghiệp > Trích lập dự phòng,Trích lập dự phòng,29.602.646.401,-,29602646401.0,
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,27.882.520.288,30.753.150.509,27882520288.0,30753150509.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,246.068.812.632,127.036.446.764,246068812632.0,127036446764.0
