row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,2.199.424.077.267,2.666.099.233.796,,261.0,2199424077267.0,2666099233796.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(47.338.571.505),(55.502.956.125),,261.0,-47338571505.0,-55502956125.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,2.152.085.505.762,2.610.596.277.671,,261.0,2152085505762.0,2610596277671.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(985.119.183.235),(1.968.678.565.580),,27.0,-985119183235.0,-1968678565580.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.166.966.322.527,641.917.712.091,,,1166966322527.0,641917712091.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,131.045.002.225,121.115.343.820,,262.0,131045002225.0,121115343820.0
22,22,22,7. Chi phí tài chính,28,(332.215.322.683),(114.448.023.256),,28.0,-332215322683.0,-114448023256.0
23,23,23,Trong đó: Chi phí lãi vay,,(325.070.147.215),(103.911.543.417),,,-325070147215.0,-103911543417.0
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",,14.377.479.694,20.558.940.241,,,14377479694.0,20558940241.0
25,25,25,9. Chi phí bán hàng,29,(120.349.965.835),(158.161.411.974),,29.0,-120349965835.0,-158161411974.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,(246.068.812.632),(127.036.446.764),,29.0,-246068812632.0,-127036446764.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,613.754.703.296,383.946.114.158,,,613754703296.0,383946114158.0
31,31,31,12. Thu nhập khác,30,34.061.246.337,11.943.418.228,,30.0,34061246337.0,11943418228.0
32,32,32,13. Chi phí khác,30,(12.291.305.597),(3.632.494.834),,30.0,-12291305597.0,-3632494834.0
40,40,40,14. Lợi nhuận khác,30,21.769.940.740,8.310.923.394,,30.0,21769940740.0,8310923394.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,635.524.644.036,392.257.037.552,,,635524644036.0,392257037552.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(201.776.950.355),(42.815.367.744),,321.0,-201776950355.0,-42815367744.0
52,52,52,17. Thu nhập/(chi phí) thuế TNDN hoãn lại,32.3,58.601.858.408,(5.291.705.920),,323.0,58601858408.0,-5291705920.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,492.349.552.089,344.149.963.888,,,492349552089.0,344149963888.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,539.690.100.341,348.132.041.356,,,539690100341.0,348132041356.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,,(47.340.548.252),(3.982.077.468),,,-47340548252.0,-3982077468.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,34,2.230,1.439,,34.0,2230.0,1439.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,,N:0102702.230,1.439,,,,1439.0
