row_label_raw,row_label_full,Mã số,CHÌ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,635.524.644.036,392.257.037.552,,,635524644036.0,392257037552.0
02,02,02,"Khấu hao tài sản cố định, bắt động sản đầu tư và hao mòn tài sản cố định vô hình",,38.948.536.520,20.167.132.786,,,38948536520.0,20167132786.0
03,03,03,Các khoản dự phòng,,161.104.796.324,25.150.877.336,,,161104796324.0,25150877336.0
05,05,05,Lãi từ hoạt động đầu tư,,(145.374.721.087),(98.392.974.515),,,-145374721087.0,-98392974515.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),28,331.464.228.864,114.222.193.949,,28.0,331464228864.0,114222193949.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.021.667.484.657,453.404.267.108,,,1021667484657.0,453404267108.0
09,09,09,Giảm các khoản phải thu,,438.289.203.073,448.410.869.178,,,438289203073.0,448410869178.0
10,10,10,(Tăng)/giảm hàng tồn kho,,(518.403.034.723),561.503.233.095,,,-518403034723.0,561503233095.0
11,11,11,Giảm các khoản phải trả,,(64.394.800.586),(861.278.195.272),,,-64394800586.0,-861278195272.0
12,12,12,Giảm chi phí trả trước,,90.688.108.915,169.175.944.311,,,90688108915.0,169175944311.0
14,14,14,Tiền lãi vay đã trả,,(580.282.380.243),(132.791.545.578),,,-580282380243.0,-132791545578.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(43.083.094.121),(99.140.486.839),,,-43083094121.0,-99140486839.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,19.869.838,-,,,19869838.0,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,344.501.356.810,539.284.086.003,,,344501356810.0,539284086003.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(739.650.812.798),(89.814.992.119),,,-739650812798.0,-89814992119.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,-,377.272.727,,,,377272727.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(998.114.517.155),(42.926.272.874),,,-998114517155.0,-42926272874.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,123.926.272.874,144.272.328.767,,,123926272874.0,144272328767.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(502.624.140.240),(1.361.282.148.560),,,-502624140240.0,-1361282148560.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,102.911.451.068,51.309.481.704,,,102911451068.0,51309481704.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,78.100.024.622,86.924.456.519,,,78100024622.0,86924456519.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(1.935.451.721.629),(1.211.139.873.836),,,-1935451721629.0,-1211139873836.0
