row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng cho các Dự án,Ngắn hạn > Chi phí bán hàng cho các Dự án,Chi phí bán hàng cho các Dự án,28.878.638.669,48.565.173.029,28878638669.0,48565173029.0
Thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,-,6.507.133.149,,6507133149.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",195.507.383,703.346.362,195507383.0,703346362.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,12.373.586.283,2.251.102.839,12373586283.0,2251102839.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,41.447.732.335,58.026.755.379,41447732335.0,58026755379.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Dài hạn > Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây",73.714.254.717,98.026.981.597,73714254717.0,98026981597.0
Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Dài hạn > Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,-,47.216.206.234,,47216206234.0
Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Dài hạn > Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,167.038.987,10.431.168.361,167038987.0,10431168361.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",593.945.455,599.354.804,593945455.0,599354804.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,4.712.622.862,3.174.838.333,4712622862.0,3174838333.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,79.187.862.021,159.448.549.329,79187862021.0,159448549329.0
