row_label_raw,row_label_full,col_0,Số cuối năm(Cổ phiếu),Số đầu năm(Cổ phiếu),numeric__Số cuối năm(Cổ phiếu),numeric__Số đầu năm(Cổ phiếu)
Cổ phiếu đã phát hành ra công chúng,Cổ phiếu đã phát hành ra công chúng,Cổ phiếu đã phát hành ra công chúng,241.999.617,219.999.780,241999617.0,219999780.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,241.999.617,219.999.780,241999617.0,219999780.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,241.999.617,219.999.780,241999617.0,219999780.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,241.999.617,219.999.780,241999617.0,219999780.0
