row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Tiền phạt, bồi thường thu được","Thu nhập khác > Tiền phạt, bồi thường thu được","Tiền phạt, bồi thường thu được",1.156.990.446,10.301.030.818,1156990446.0,10301030818.0
Tiền thu được từ nợ phải thu tồn động lâu ngày,Thu nhập khác > Tiền thu được từ nợ phải thu tồn động lâu ngày,Tiền thu được từ nợ phải thu tồn động lâu ngày,31.988.875.138,-,31988875138.0,
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,915.380.753,1.642.387.410,915380753.0,1642387410.0
,,,34.061.246.337,11.943.418.228,34061246337.0,11943418228.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Chi phí tài trợ, ùng hộ","Chi phí khác > Chi phí tài trợ, ùng hộ","Chi phí tài trợ, ùng hộ",10.000.000.000,17.000.000,10000000000.0,17000000.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,2.291.305.597,3.615.494.834,2291305597.0,3615494834.0
,,,12.291.305.597,3.632.494.834,12291305597.0,3632494834.0
LỢI NHUẬN KHÁC,Chi phí khác > LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,21.769.940.740,8.310.923.394,21769940740.0,8310923394.0
