row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,2.071.441.457.312,3.158.301.335.602,1.0,,2071441457312.0,3158301335602.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSDT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSDT,Khấu hao TSCĐ và BĐSDT,02,,3.514.534.029.896,2.073.421.572.848,2.0,,3514534029896.0,2073421572848.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,-,(61.062.170.277),3.0,,,-61062170277.0
Lỗ/(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > Lỗ/(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ/(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,641.354.546.705,(1.480.932.158.801),4.0,,641354546705.0,-1480932158801.0
(Lãi) từ hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) từ hoạt động đầu tư,(Lãi) từ hoạt động đầu tư,05,,(832.242.255.389),(981.220.881.584),5.0,,-832242255389.0,-981220881584.0
Chỉ phí lãi vay,Điều chỉnh cho các khoản > Chỉ phí lãi vay,Chỉ phí lãi vay,06,,88.164.873.008,64.436.773.101,6.0,,88164873008.0,64436773101.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,5.483.252.651.532,2.772.944.470.889,8.0,,5483252651532.0,2772944470889.0
Giảm các khoản phải thu,Điều chỉnh cho các khoản > Giảm các khoản phải thu,Giảm các khoản phải thu,09,,303.691.341.956,2.356.625.755.430,9.0,,303691341956.0,2356625755430.0
(Tăng) hàng tồn kho,Điều chỉnh cho các khoản > (Tăng) hàng tồn kho,(Tăng) hàng tồn kho,10,,(197.877.229.241),(38.087.049.794),10.0,,-197877229241.0,-38087049794.0
"(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > (Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(1.173.291.745.769),(1.517.370.360.508),11.0,,-1173291745769.0,-1517370360508.0
(Tăng)/ chi phí trả trước,Điều chỉnh cho các khoản > (Tăng)/ chi phí trả trước,(Tăng)/ chi phí trả trước,12,,(31.922.193.903),8.084.451.541,12.0,,-31922193903.0,8084451541.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(81.374.184.137),(68.254.683.432),14.0,,-81374184137.0,-68254683432.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(837.015.026.265),(888.650.784.536),15.0,,-837015026265.0,-888650784536.0
Tiền thu khác từ hoạt động kinh doanh (1),Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh (1),Tiền thu khác từ hoạt động kinh doanh (1),16,,1.349.638.883.076,2.375.063,16.0,,1349638883076.0,2375063.0
Tiền chi khác cho hoạt động kinh doanh (2),Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh (2),Tiền chi khác cho hoạt động kinh doanh (2),17,,(486.078.613.415),(270.956.004.717),17.0,,-486078613415.0,-270956004717.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,4.329.023.883.834,2.354.338.169.936,20.0,,4329023883834.0,2354338169936.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(1.552.228.202.685),(7.092.395.687.746),21.0,,-1552228202685.0,-7092395687746.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,78.383.417.226,4.570.349.420,22.0,,78383417226.0,4570349420.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(12.682.900.000.000),(9.175.400.000.000),23.0,,-12682900000000.0,-9175400000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,10.523.400.000.000,8.501.380.693.666,24.0,,10523400000000.0,8501380693666.0
Tiền chi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(35.940.000.000),(60.000.000.000),25.0,,-35940000000.0,-60000000000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,5.100.000.000,671.968.893.589,26.0,,5100000000.0,671968893589.0
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,873.005.740.051,952.343.974.007,27.0,,873005740051.0,952343974007.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.791.179.045.408),(6.197.531.777.064),30.0,,-2791179045408.0,-6197531777064.0
